,_id,metadata.location,answers.sex,answers.dob,answers.musical_background,answers.nationality,answers.visual_impairments,answers.musical_expertise,answers.hearing_impairments,answers.age,critical_reaction,control_chillsshiversthrills,control_activity,control_tension,control_familiarity,control_engagement,control_positivity,control_like_dislike,song_chillsshiversthrills,song_activity,song_tension,song_familiarity,song_engagement,song_positivity,song_like_dislike,control_inspired,control_wonder,control_spirituality,control_thrills,control_chills,control_tenderness,control_nostalgia,control_goosebumps,control_overwhelmed,control_shivers,song_inspired,song_wonder,song_spirituality,song_thrills,song_chills,song_tenderness,song_nostalgia,song_goosebumps,song_overwhelmed,song_shivers,control_transcendence,control_sadness,control_joyfulactivation,control_peacefulness,control_power,song_transcendence,song_sadness,song_joyfulactivation,song_peacefulness,song_power,metadata.language,answers.personality.trusting,answers.personality.artistic,answers.personality.imagination,answers.personality.reserved,answers.personality.outgoing,answers.personality.lazy,answers.personality.stress,answers.personality.nervous,answers.personality.fault,answers.personality.thorough,answers.concentration,song,answers.musicpref.world,answers.musicpref.pop,answers.musicpref.dance,answers.musicpref.none,answers.musicpref.folk,answers.musicpref.traditional_irish,answers.musicpref.hip_hop,answers.musicpref.jazz,answers.musicpref.rock,answers.musicpref.classical,answers.musicpref.hiphop
570eb72483a73509d0e01d55,570eb72483a73509d0e01d55,taipei_city,male,,,taiwanese,,2,False,19.0,False,,3,3,-1,4,2,3,,2.0,5.0,2.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3.0,en,4.0,2.0,4.0,2.0,4.0,5.0,3.0,3.0,4.0,2.0,5.0,hallelujah,0,1,1,0,0,0,0,0,0,1,0
570eb7b683a73509d0e04c45,570eb7b683a73509d0e04c45,taipei_city,female,,,taiwanese,,4,False,22.0,True,,2,4,-1,4,3,3,,4.0,4.0,5.0,5.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,2.0,en,2.0,1.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,hallelujah,0,1,0,0,0,0,0,0,0,0,0
570eb75d83a73509d0e03063,570eb75d83a73509d0e03063,taipei_city,male,,,taiwanese,,1,False,10.0,False,,1,3,-1,1,5,3,,3.0,5.0,1.0,5.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1.0,en,4.0,1.0,5.0,1.0,5.0,5.0,4.0,4.0,1.0,1.0,3.0,hallelujah,0,1,0,0,0,0,0,0,0,0,0
570eb73183a73509d0e021ba,570eb73183a73509d0e021ba,taichung_city,female,,,taiwanese,,3,False,20.0,False,,3,3,-1,1,1,1,,4.0,5.0,1.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,5.0,en,4.0,2.0,4.0,2.0,5.0,4.0,2.0,5.0,2.0,4.0,4.0,hallelujah,0,1,0,0,0,0,0,0,0,0,0
570eb77883a73509d0e0394c,570eb77883a73509d0e0394c,taipei_city,male,,,taiwanese,,2,False,18.0,False,,3,4,-1,4,4,4,,2.0,5.0,3.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2.0,en,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,hallelujah,0,1,0,0,0,0,0,0,1,0,0
570eb78d83a73509d0e03fb8,570eb78d83a73509d0e03fb8,taipei_city,female,,,taiwanese,,3,False,55.0,True,,3,4,-1,3,4,3,,2.0,5.0,4.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,2.0,en,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,hallelujah,0,1,1,0,1,0,0,0,0,1,0
570eb73283a73509d0e02206,570eb73283a73509d0e02206,taipei_city,male,,,taiwanese,,3,False,13.0,False,,4,4,-1,4,4,4,,4.0,5.0,4.0,5.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,4.0,en,4.0,4.0,4.0,4.0,4.0,5.0,5.0,1.0,2.0,2.0,5.0,hallelujah,0,1,0,0,0,0,0,0,0,0,0
570eb72b83a73509d0e01f76,570eb72b83a73509d0e01f76,taipei_city,male,,,indonesian,,5,False,40.0,False,,5,5,-1,5,5,5,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,1.0,en,5.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,3.0,5.0,hallelujah,0,0,0,0,0,0,0,0,1,0,0
570eb78183a73509d0e03c14,570eb78183a73509d0e03c14,taichung_city,female,,,taiwanese,,1,False,24.0,False,,1,4,-1,2,3,3,,1.0,5.0,4.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,3.0,en,2.0,2.0,2.0,4.0,1.0,5.0,3.0,3.0,2.0,2.0,4.0,hallelujah,0,1,0,0,0,0,0,0,1,0,0
570eb72683a73509d0e01df0,570eb72683a73509d0e01df0,taipei_city,female,,,taiwanese,,1,False,21.0,False,,3,4,-1,1,5,3,,4.0,5.0,5.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,4.0,en,5.0,2.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,3.0,hallelujah,0,1,0,0,0,0,0,0,0,0,0
570eb75483a73509d0e02d40,570eb75483a73509d0e02d40,taipei_city,female,,,american,,3,False,14.0,False,,1,3,-1,1,2,1,,4.0,5.0,4.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,4.0,en,4.0,1.0,5.0,3.0,2.0,5.0,4.0,4.0,2.0,3.0,4.0,hallelujah,0,1,0,0,0,0,0,0,0,0,1
570eb7bf83a73509d0e04f0c,570eb7bf83a73509d0e04f0c,taichung_city,female,,,taiwanese,,3,False,11.0,True,,4,4,-1,4,4,5,,4.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,4.0,en,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
570eb74d83a73509d0e02adb,570eb74d83a73509d0e02adb,taichung_city,female,,,taiwanese,,1,False,40.0,False,,3,4,-1,3,3,3,,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,4.0,en,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,hallelujah,0,1,0,0,0,0,0,0,0,1,0
570eb7b083a73509d0e04a3c,570eb7b083a73509d0e04a3c,taipei_city,female,,,taiwanese,,2,False,47.0,False,,2,4,-1,3,2,2,,3.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,4.0,zh_TW,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,hallelujah,0,1,0,0,0,0,0,0,0,1,0
570eb73383a73509d0e02231,570eb73383a73509d0e02231,taipei_city,female,,,taiwanese,,2,False,20.0,True,,2,3,-1,4,2,2,,3.0,4.0,1.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,4.0,en,4.0,1.0,4.0,4.0,2.0,4.0,2.0,5.0,4.0,4.0,4.0,hallelujah,0,1,0,0,0,0,0,0,0,0,1
570eb75283a73509d0e02ca9,570eb75283a73509d0e02ca9,taipei_city,male,,,taiwanese,,5,False,22.0,False,,1,1,-1,3,2,1,,5.0,5.0,1.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,5.0,en,4.0,1.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,hallelujah,0,1,1,0,0,0,0,0,1,0,0
570eb75683a73509d0e02de1,570eb75683a73509d0e02de1,taipei_city,male,,,taiwanese,,5,False,20.0,True,,2,4,-1,3,3,3,,5.0,5.0,1.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,5.0,en,5.0,1.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,hallelujah,0,1,0,0,1,0,0,0,1,1,0
570eb78d83a73509d0e03fa5,570eb78d83a73509d0e03fa5,taipei_city,male,,,taiwanese,,2,False,20.0,True,,2,2,-1,3,2,3,,2.0,5.0,4.0,5.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1.0,en,4.0,2.0,3.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,5.0,hallelujah,0,1,0,0,0,0,0,0,1,0,0
570eb74883a73509d0e02928,570eb74883a73509d0e02928,taipei_city,male,,,taiwanese,,1,False,25.0,True,,3,2,-1,2,3,2,,4.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1.0,en,4.0,3.0,5.0,2.0,3.0,4.0,3.0,3.0,2.0,5.0,4.0,hallelujah,0,1,0,0,0,0,0,1,0,1,1
570eb74b83a73509d0e02a36,570eb74b83a73509d0e02a36,taipei_city,male,,,taiwanese,,1,False,26.0,True,,2,4,-1,3,3,3,,3.0,4.0,1.0,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,3.0,en,5.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,4.0,4.0,hallelujah,0,1,0,0,0,0,0,0,0,0,0
570eb74683a73509d0e0289b,570eb74683a73509d0e0289b,taipei_city,male,,,taiwanese,,1,False,12.0,False,,2,2,-1,3,3,2,,3.0,4.0,1.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,2.0,zh_TW,5.0,3.0,3.0,5.0,2.0,5.0,2.0,4.0,3.0,2.0,3.0,hallelujah,0,1,0,0,0,0,0,0,0,0,0
570eb74e83a73509d0e02b4f,570eb74e83a73509d0e02b4f,taichung_city,female,,,taiwanese,,3,False,17.0,False,,4,3,-1,2,3,4,,4.0,4.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,4.0,en,4.0,1.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,hallelujah,0,1,0,0,0,0,0,0,0,1,0
570eb7a283a73509d0e0462b,570eb7a283a73509d0e0462b,taipei_city,female,,,japanese,,4,True,22.0,True,,1,4,-1,4,4,4,,2.0,4.0,2.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3.0,en,1.0,5.0,5.0,5.0,2.0,4.0,1.0,1.0,3.0,4.0,4.0,hallelujah,0,0,1,0,0,0,0,1,0,0,1
570eb76383a73509d0e0325f,570eb76383a73509d0e0325f,taichung_city,female,,,taiwanese,,4,False,24.0,True,,3,5,-1,1,3,3,,3.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,5.0,zh_TW,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,hallelujah,0,0,0,0,0,0,0,0,1,0,0
570eb7b683a73509d0e04c65,570eb7b683a73509d0e04c65,taipei_city,male,,,taiwanese,,3,False,26.0,False,,2,3,-1,4,2,1,,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,4.0,en,2.0,2.0,4.0,4.0,2.0,4.0,2.0,5.0,4.0,4.0,4.0,hallelujah,0,1,1,0,1,0,0,0,1,0,1
570eb73383a73509d0e0222e,570eb73383a73509d0e0222e,taichung_city,female,,,taiwanese,,1,False,16.0,False,,2,2,-1,2,2,2,,3.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2.0,en,5.0,4.0,4.0,1.0,5.0,5.0,2.0,5.0,5.0,2.0,4.0,hallelujah,0,1,0,0,0,0,0,0,0,0,0
570eb79383a73509d0e0418a,570eb79383a73509d0e0418a,taichung_city,female,,,taiwanese,,3,False,21.0,False,,3,4,-1,1,1,2,,5.0,4.0,4.0,4.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,4.0,en,4.0,1.0,5.0,5.0,2.0,5.0,1.0,4.0,4.0,4.0,4.0,hallelujah,0,1,0,0,0,0,0,0,1,0,1
570eb77a83a73509d0e03a11,570eb77a83a73509d0e03a11,taichung_city,female,,,taiwanese,,2,False,21.0,False,,2,1,-1,2,1,1,,3.0,5.0,4.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2.0,en,4.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,5.0,hallelujah,0,1,0,0,0,0,0,0,1,1,0
570eb78483a73509d0e03cf3,570eb78483a73509d0e03cf3,taipei_city,male,,,taiwanese,,2,False,43.0,False,,2,3,-1,3,4,4,,3.0,4.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,4.0,en,4.0,2.0,5.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
570eb76a83a73509d0e0349c,570eb76a83a73509d0e0349c,taipei_city,female,,,taiwanese,,3,False,18.0,False,,4,2,-1,4,4,4,,4.0,4.0,1.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,4.0,en,4.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,hallelujah,1,1,0,0,0,0,0,0,0,0,0
570eb75b83a73509d0e02f7a,570eb75b83a73509d0e02f7a,taipei_city,female,,,taiwanese,,3,False,13.0,False,,3,3,-1,4,4,3,,3.0,4.0,5.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,3.0,en,4.0,1.0,5.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,hallelujah,1,1,0,0,0,0,0,0,0,1,0
570eb77083a73509d0e03679,570eb77083a73509d0e03679,taipei_city,female,,,taiwanese,,5,False,20.0,False,,3,4,-1,4,3,3,,3.0,4.0,5.0,5.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,4.0,en,3.0,1.0,5.0,4.0,1.0,5.0,4.0,2.0,4.0,3.0,5.0,hallelujah,1,1,0,0,0,0,0,1,1,1,1
570eb77f83a73509d0e03b63,570eb77f83a73509d0e03b63,taichung_city,female,,,taiwanese,,3,False,21.0,False,,2,3,-1,2,3,3,,4.0,3.0,4.0,4.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,4.0,en,2.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,hallelujah,0,1,0,0,0,0,0,0,0,0,0
570eb75b83a73509d0e02f6a,570eb75b83a73509d0e02f6a,taipei_city,female,,,taiwanese,,1,False,25.0,True,,3,4,-1,2,3,3,,2.0,5.0,1.0,4.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2.0,en,4.0,2.0,2.0,4.0,2.0,5.0,2.0,4.0,2.0,2.0,4.0,hallelujah,0,1,1,0,1,0,0,0,1,0,1
570eb76a83a73509d0e03493,570eb76a83a73509d0e03493,taichung_city,male,,,taiwanese,,1,False,17.0,False,,3,3,-1,1,3,3,,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,3.0,en,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,hallelujah,1,0,0,0,0,0,0,0,0,0,0
570eb7ba83a73509d0e04d91,570eb7ba83a73509d0e04d91,taichung_city,female,,,taiwanese,,2,False,18.0,False,,2,4,-1,3,4,5,,4.0,5.0,1.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2.0,en,2.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,hallelujah,0,1,0,0,0,0,0,0,0,0,0
570eb75a83a73509d0e02f39,570eb75a83a73509d0e02f39,taipei_city,female,,,taiwanese,,3,False,14.0,True,,3,4,-1,4,4,4,,4.0,4.0,4.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,4.0,en,2.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,hallelujah,0,1,1,0,0,0,0,0,0,0,0
570eb74583a73509d0e0281a,570eb74583a73509d0e0281a,taipei_city,male,,,taiwanese,,4,False,28.0,True,,3,4,-1,4,3,3,,4.0,4.0,3.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,4.0,en,4.0,2.0,3.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,hallelujah,0,1,0,0,0,0,0,0,0,0,0
570eb74483a73509d0e027e3,570eb74483a73509d0e027e3,taichung_city,female,,,taiwanese,,2,False,22.0,False,,3,3,-1,3,3,3,,3.0,3.0,2.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2.0,en,5.0,3.0,2.0,4.0,2.0,5.0,2.0,4.0,2.0,4.0,4.0,hallelujah,0,1,0,0,0,0,0,0,0,0,0
570eb74583a73509d0e0280f,570eb74583a73509d0e0280f,taipei_city,female,,,taiwanese,,3,False,12.0,True,,2,3,-1,1,3,1,,4.0,5.0,1.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,2.0,en,3.0,2.0,5.0,1.0,4.0,5.0,3.0,3.0,2.0,1.0,4.0,hallelujah,0,1,0,0,0,0,0,0,0,1,0
570eb78d83a73509d0e03f96,570eb78d83a73509d0e03f96,taipei_city,male,,,taiwanese,,1,False,13.0,True,,3,4,-1,3,4,3,,4.0,5.0,3.0,5.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,3.0,en,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,hallelujah,0,1,0,0,0,0,0,0,0,0,0
570eb79583a73509d0e04206,570eb79583a73509d0e04206,taipei_city,male,,,taiwanese,,4,False,16.0,False,,3,3,-1,1,3,2,,4.0,4.0,1.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,4.0,en,5.0,2.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,hallelujah,0,1,0,0,0,0,0,0,0,0,0
570eb73383a73509d0e02263,570eb73383a73509d0e02263,taipei_city,male,,,taiwanese,,1,False,23.0,True,,2,3,-1,3,4,2,,4.0,4.0,1.0,4.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2.0,en,4.0,2.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,5.0,hallelujah,0,0,0,0,0,0,0,0,0,0,1
570eb74283a73509d0e0275a,570eb74283a73509d0e0275a,taichung_city,female,,,taiwanese,,2,False,37.0,False,,3,4,-1,4,3,3,,2.0,4.0,3.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,4.0,zh_TW,4.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,hallelujah,0,1,0,0,0,0,0,1,0,0,0
570eb78883a73509d0e03e08,570eb78883a73509d0e03e08,taipei_city,female,,,taiwanese,,3,False,19.0,False,,5,3,-1,5,3,3,,5.0,5.0,3.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,5.0,en,4.0,4.0,4.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,hallelujah,0,1,0,0,0,0,0,0,0,0,1
570eb7a183a73509d0e045c2,570eb7a183a73509d0e045c2,taipei_city,male,,,taiwanese,,1,False,46.0,True,,3,1,-1,2,1,1,,4.0,5.0,4.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,4.0,zh_TW,4.0,2.0,5.0,5.0,2.0,4.0,2.0,5.0,3.0,4.0,5.0,hallelujah,0,1,0,0,0,0,0,0,0,0,0
570eb76283a73509d0e031f8,570eb76283a73509d0e031f8,taipei_city,male,,,taiwanese,,1,False,26.0,True,,1,5,-1,4,4,4,,3.0,5.0,5.0,4.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,5.0,en,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,hallelujah,0,1,0,0,0,0,0,0,0,0,0
570eb7b083a73509d0e04a56,570eb7b083a73509d0e04a56,taichung_city,male,,,taiwanese,,4,False,13.0,False,,5,5,-1,5,5,5,,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1.0,en,5.0,1.0,5.0,1.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,hallelujah,0,1,0,0,1,0,0,0,1,0,1
570eb7b483a73509d0e04b6c,570eb7b483a73509d0e04b6c,taipei_city,female,,,taiwanese,,2,False,10.0,False,,5,4,-1,5,4,5,,2.0,5.0,3.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,2.0,zh_TW,5.0,1.0,5.0,4.0,5.0,3.0,5.0,2.0,4.0,2.0,4.0,hallelujah,1,1,1,0,0,0,0,1,0,0,0
570eb72183a73509d0e01c55,570eb72183a73509d0e01c55,taipei_city,female,,,taiwanese,,3,False,35.0,False,,4,5,-1,5,5,5,,3.0,4.0,1.0,5.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,3.0,en,4.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,5.0,hallelujah,0,1,0,0,0,0,0,0,0,1,0
570eb77083a73509d0e03694,570eb77083a73509d0e03694,taichung_city,male,,,taiwanese,,1,False,40.0,True,,3,2,-1,2,3,3,,4.0,4.0,4.0,4.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,3.0,en,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,hallelujah,0,1,0,0,0,0,0,0,0,0,0
570eb78a83a73509d0e03ea6,570eb78a83a73509d0e03ea6,taipei_city,female,,,taiwanese,,3,False,13.0,False,,3,1,-1,3,3,3,,1.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,5.0,en,4.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,1.0,5.0,hallelujah,0,1,0,0,0,0,0,0,0,1,0
570eb7b483a73509d0e04b97,570eb7b483a73509d0e04b97,taipei_city,female,,,taiwanese,,3,False,40.0,False,,3,3,-1,2,2,2,,3.0,4.0,3.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,3.0,en,4.0,4.0,1.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,5.0,hallelujah,0,1,0,0,0,0,0,0,0,0,0
570eb7af83a73509d0e049f1,570eb7af83a73509d0e049f1,taipei_city,male,,,taiwanese,,3,False,32.0,False,,3,3,-1,2,3,2,,4.0,5.0,4.0,5.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,4.0,en,4.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,hallelujah,0,0,1,0,0,0,0,1,0,1,1
570eb79983a73509d0e04371,570eb79983a73509d0e04371,taipei_city,female,,,taiwanese,,3,False,12.0,False,,3,4,-1,5,5,5,,3.0,4.0,1.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,3.0,zh_TW,4.0,3.0,5.0,1.0,5.0,1.0,4.0,4.0,3.0,4.0,5.0,hallelujah,0,1,0,0,0,0,0,0,0,0,0
570eb76c83a73509d0e03568,570eb76c83a73509d0e03568,taipei_city,male,,,taiwanese,,5,False,32.0,False,,5,5,-1,5,5,5,,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,5.0,en,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,hallelujah,0,0,1,0,0,0,0,0,0,0,0
570eb76783a73509d0e0336d,570eb76783a73509d0e0336d,taipei_city,female,,,taiwanese,,1,False,38.0,False,,2,4,-1,4,5,4,,4.0,1.0,4.0,5.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1.0,en,4.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,5.0,hallelujah,0,1,0,0,0,0,0,1,0,1,0
