,_id,metadata.location,answers.sex,answers.dob,answers.musical_background,answers.nationality,answers.visual_impairments,answers.musical_expertise,answers.hearing_impairments,answers.age,critical_reaction,control_chillsshiversthrills,control_activity,control_tension,control_familiarity,control_engagement,control_positivity,control_like_dislike,song_chillsshiversthrills,song_activity,song_tension,song_familiarity,song_engagement,song_positivity,song_like_dislike,control_transcendence,control_sadness,control_wonder,control_joyfulactivation,control_tenderness,control_peacefulness,control_nostalgia,control_power,song_transcendence,song_sadness,song_wonder,song_joyfulactivation,song_tenderness,song_peacefulness,song_nostalgia,song_power,metadata.language,answers.personality.trusting,answers.personality.artistic,answers.personality.imagination,answers.personality.reserved,answers.personality.outgoing,answers.personality.lazy,answers.personality.stress,answers.personality.nervous,answers.personality.fault,answers.personality.thorough,answers.concentration,song,answers.musicpref.world,answers.musicpref.hiphop,answers.musicpref.rock,answers.musicpref.pop,answers.musicpref.traditional_irish,answers.musicpref.dance,answers.musicpref.hip_hop,answers.musicpref.folk,answers.musicpref.none,answers.musicpref.classical,answers.musicpref.jazz
570eb75a83a73509d0e02f55,570eb75a83a73509d0e02f55,taichung_city,female,,,taiwanese,,2,False,21.0,False,,4,5,-1,4,4,5,,2.0,5.0,3.0,5.0,5.0,5.0,,,,,,,,3,,,,,,,,1.0,en,5.0,1.0,3.0,4.0,2.0,3.0,2.0,5.0,2.0,3.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb75683a73509d0e02ddd,570eb75683a73509d0e02ddd,taichung_city,male,,,namibian,,1,False,5.0,True,,2,2,-1,2,3,1,,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,5,,,,,,,,1.0,en,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,into_dust,0,0,0,0,0,0,0,1,0,1,0
570eb78183a73509d0e03c0b,570eb78183a73509d0e03c0b,taipei_city,female,,,taiwanese,,3,False,25.0,False,,4,4,-1,3,4,2,,4.0,5.0,3.0,5.0,5.0,5.0,,,,,,,,3,,,,,,,,4.0,zh_TW,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb77c83a73509d0e03a6b,570eb77c83a73509d0e03a6b,taipei_city,male,,,taiwanese,,4,False,11.0,False,,3,5,-1,2,4,2,,4.0,5.0,1.0,5.0,5.0,5.0,,,,,,,,1,,,,,,,,5.0,en,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb79683a73509d0e0424d,570eb79683a73509d0e0424d,taipei_city,male,,,taiwanese,,3,False,52.0,False,,2,4,-1,4,4,4,,2.0,4.0,1.0,4.0,3.0,4.0,,,,,,,,2,,,,,,,,3.0,en,4.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,into_dust,1,0,0,1,0,0,0,0,0,0,1
570eb7a983a73509d0e04838,570eb7a983a73509d0e04838,taipei_city,female,,,taiwanese,,3,False,15.0,False,,3,5,-1,3,3,4,,4.0,5.0,4.0,4.0,4.0,5.0,,,,,,,,4,,,,,,,,4.0,zh_TW,5.0,2.0,4.0,3.0,4.0,3.0,5.0,3.0,2.0,5.0,5.0,into_dust,1,1,1,1,0,0,0,0,0,0,0
570eb78783a73509d0e03de4,570eb78783a73509d0e03de4,taipei_city,male,,,taiwanese,,1,True,121.0,False,,1,1,-1,3,3,1,,1.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,5,,,,,,,,5.0,en,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,into_dust,0,0,0,0,0,0,0,0,0,0,0
570eb74b83a73509d0e02a0f,570eb74b83a73509d0e02a0f,taipei_city,female,,,taiwanese,,2,False,21.0,False,,4,3,-1,4,3,3,,4.0,5.0,1.0,5.0,4.0,5.0,,,,,,,,2,,,,,,,,1.0,en,3.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,3.0,5.0,into_dust,0,0,0,1,0,0,0,0,0,1,0
570eb73483a73509d0e022be,570eb73483a73509d0e022be,taipei_city,female,,,taiwanese,,3,False,18.0,False,,3,4,-1,3,3,3,,2.0,5.0,1.0,4.0,4.0,5.0,,,,,,,,4,,,,,,,,2.0,en,4.0,1.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,1,1
570eb7af83a73509d0e04a12,570eb7af83a73509d0e04a12,taipei_city,female,,,taiwanese,,2,False,19.0,False,,2,4,-1,3,4,4,,2.0,5.0,1.0,3.0,4.0,5.0,,,,,,,,1,,,,,,,,1.0,en,3.0,2.0,3.0,4.0,3.0,5.0,2.0,4.0,4.0,3.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb7af83a73509d0e049d4,570eb7af83a73509d0e049d4,taichung_city,male,,,taiwanese,,1,False,17.0,False,,2,4,-1,2,3,3,,3.0,3.0,2.0,3.0,3.0,3.0,,,,,,,,4,,,,,,,,2.0,en,3.0,3.0,4.0,2.0,3.0,5.0,2.0,3.0,4.0,4.0,2.0,into_dust,0,0,1,1,0,0,0,0,0,0,0
570eb73883a73509d0e023dc,570eb73883a73509d0e023dc,taipei_city,male,,,taiwanese,,3,False,13.0,False,,3,5,-1,4,3,3,,3.0,5.0,1.0,5.0,4.0,4.0,,,,,,,,3,,,,,,,,4.0,en,4.0,1.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,into_dust,0,0,0,0,0,0,0,0,0,1,0
570eb74283a73509d0e0275d,570eb74283a73509d0e0275d,taipei_city,male,,,taiwanese,,2,False,10.0,False,,1,2,-1,2,1,1,,5.0,5.0,2.0,5.0,5.0,4.0,,,,,,,,2,,,,,,,,5.0,zh_TW,4.0,4.0,5.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,into_dust,0,0,1,1,0,0,0,0,0,1,0
570eb74d83a73509d0e02acd,570eb74d83a73509d0e02acd,taipei_city,male,,,taiwanese,,1,False,40.0,False,,3,4,-1,2,2,1,,2.0,4.0,1.0,4.0,4.0,4.0,,,,,,,,4,,,,,,,,4.0,zh_TW,3.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,into_dust,1,0,1,1,0,1,0,0,0,1,1
570eb73b83a73509d0e024d3,570eb73b83a73509d0e024d3,taipei_city,female,,,taiwanese,,3,False,42.0,True,,3,3,-1,3,4,2,,2.0,4.0,1.0,4.0,5.0,5.0,,,,,,,,2,,,,,,,,1.0,en,4.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb71d83a73509d0e01b58,570eb71d83a73509d0e01b58,taichung_city,female,,,taiwanese,,3,False,23.0,True,,3,5,-1,4,4,4,,3.0,5.0,1.0,5.0,4.0,5.0,,,,,,,,4,,,,,,,,4.0,en,5.0,1.0,4.0,3.0,3.0,4.0,4.0,5.0,2.0,4.0,5.0,into_dust,0,0,0,1,0,0,0,0,0,0,1
570eb77183a73509d0e03720,570eb77183a73509d0e03720,taipei_city,female,,,taiwanese,,2,False,15.0,True,,2,2,-1,2,2,2,,4.0,4.0,4.0,4.0,4.0,5.0,,,,,,,,3,,,,,,,,4.0,en,2.0,3.0,2.0,2.0,2.0,5.0,4.0,3.0,2.0,2.0,3.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb72283a73509d0e01c94,570eb72283a73509d0e01c94,taipei_city,female,,,taiwanese,,3,False,11.0,False,,2,3,-1,2,3,3,,3.0,4.0,1.0,5.0,4.0,5.0,,,,,,,,4,,,,,,,,4.0,en,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb77383a73509d0e037c7,570eb77383a73509d0e037c7,taipei_city,female,,,taiwanese,,2,False,19.0,False,,3,3,-1,2,3,2,,4.0,4.0,1.0,3.0,4.0,3.0,,,,,,,,4,,,,,,,,4.0,en,3.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,into_dust,0,0,0,1,0,1,0,0,0,0,0
570eb73e83a73509d0e025e5,570eb73e83a73509d0e025e5,taipei_city,male,,,taiwanese,,5,False,9.0,False,,5,5,-1,1,5,5,,1.0,5.0,1.0,1.0,3.0,3.0,,,,,,,,5,,,,,,,,1.0,en,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,into_dust,0,0,1,0,0,0,0,0,0,0,0
570eb7be83a73509d0e04eda,570eb7be83a73509d0e04eda,taichung_city,female,,,taiwanese,,2,False,20.0,False,,2,3,-1,1,4,3,,3.0,4.0,1.0,4.0,4.0,4.0,,,,,,,,4,,,,,,,,4.0,en,4.0,2.0,5.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb75783a73509d0e02e2f,570eb75783a73509d0e02e2f,taichung_city,female,,,taiwanese,,3,False,18.0,False,,3,4,-1,4,4,4,,2.0,4.0,1.0,4.0,2.0,4.0,,,,,,,,3,,,,,,,,3.0,en,4.0,2.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,into_dust,0,0,1,1,0,0,0,0,0,0,0
570eb77983a73509d0e03979,570eb77983a73509d0e03979,taipei_city,female,,,taiwanese,,3,False,16.0,False,,3,3,-1,2,3,3,,4.0,4.0,3.0,4.0,4.0,4.0,,,,,,,,3,,,,,,,,4.0,en,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,into_dust,0,1,1,0,0,0,0,1,0,0,0
570eb74283a73509d0e0270f,570eb74283a73509d0e0270f,taichung_city,female,,,taiwanese,,1,False,47.0,False,,3,2,-1,1,3,3,,5.0,5.0,1.0,5.0,5.0,5.0,,,,,,,,5,,,,,,,,5.0,en,3.0,4.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,into_dust,0,0,0,1,0,0,0,1,0,1,0
570eb71f83a73509d0e01bb7,570eb71f83a73509d0e01bb7,taipei_city,female,,,taiwanese,,5,False,18.0,True,,2,5,-1,3,1,1,,3.0,5.0,1.0,5.0,3.0,5.0,,,,,,,,5,,,,,,,,5.0,zh_TW,5.0,1.0,5.0,2.0,5.0,4.0,5.0,2.0,4.0,4.0,5.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb7ba83a73509d0e04d8f,570eb7ba83a73509d0e04d8f,taipei_city,male,,,taiwanese,,5,False,14.0,False,,2,5,-1,5,3,5,,4.0,5.0,3.0,5.0,2.0,5.0,,,,,,,,4,,,,,,,,5.0,en,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,into_dust,0,0,1,0,0,0,0,0,0,0,0
570eb74b83a73509d0e02a3a,570eb74b83a73509d0e02a3a,taipei_city,male,,,taiwanese,,1,True,10.0,False,,5,5,-1,1,1,1,,1.0,5.0,1.0,1.0,4.0,1.0,,,,,,,,1,,,,,,,,5.0,zh_TW,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb78f83a73509d0e0405b,570eb78f83a73509d0e0405b,taipei_city,male,,,taiwanese,,5,False,13.0,False,,3,5,-1,5,4,3,,1.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,3,,,,,,,,2.0,en,2.0,5.0,4.0,1.0,1.0,5.0,2.0,3.0,5.0,4.0,5.0,into_dust,0,0,1,1,0,0,0,0,0,0,0
570eb79883a73509d0e04325,570eb79883a73509d0e04325,taipei_city,male,,,taiwanese,,2,False,37.0,False,,3,3,-1,1,3,3,,4.0,4.0,1.0,4.0,4.0,4.0,,,,,,,,3,,,,,,,,4.0,en,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,3.0,into_dust,0,0,1,1,0,0,0,0,0,0,0
570eb78583a73509d0e03d1e,570eb78583a73509d0e03d1e,taipei_city,male,,,taiwanese,,4,False,15.0,False,,3,3,-1,4,4,5,,4.0,4.0,1.0,5.0,2.0,5.0,,,,,,,,4,,,,,,,,3.0,en,2.0,4.0,5.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,1,0
570eb74283a73509d0e02729,570eb74283a73509d0e02729,taipei_city,male,,,taiwanese,,1,False,18.0,False,,2,4,-1,1,2,1,,1.0,5.0,3.0,5.0,5.0,5.0,,,,,,,,1,,,,,,,,4.0,en,2.0,4.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,into_dust,1,0,0,1,0,0,0,0,0,1,0
570eb7be83a73509d0e04ed5,570eb7be83a73509d0e04ed5,taipei_city,male,,,taiwanese,,1,False,9.0,False,,4,4,-1,3,3,3,,4.0,5.0,1.0,4.0,3.0,4.0,,,,,,,,3,,,,,,,,3.0,zh_TW,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,into_dust,0,0,0,0,0,0,0,0,0,1,0
570eb77e83a73509d0e03b4c,570eb77e83a73509d0e03b4c,taichung_city,male,,,taiwanese,,3,False,21.0,True,,2,3,-1,4,3,3,,4.0,4.0,1.0,5.0,4.0,4.0,,,,,,,,4,,,,,,,,4.0,zh_TW,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,into_dust,1,0,0,0,0,0,0,0,0,0,0
570eb73683a73509d0e02335,570eb73683a73509d0e02335,taipei_city,male,,,taiwanese,,1,False,40.0,False,,2,2,-1,2,3,2,,3.0,5.0,1.0,5.0,5.0,5.0,,,,,,,,3,,,,,,,,5.0,zh_TW,4.0,3.0,5.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb79183a73509d0e040d8,570eb79183a73509d0e040d8,taipei_city,female,,,taiwanese,,2,False,32.0,False,,2,3,-1,4,4,3,,5.0,4.0,3.0,5.0,5.0,5.0,,,,,,,,3,,,,,,,,3.0,en,3.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,0,1
570eb76583a73509d0e03300,570eb76583a73509d0e03300,taipei_city,female,,,taiwanese,,3,False,29.0,False,,4,4,-1,4,4,4,,5.0,5.0,1.0,5.0,5.0,5.0,,,,,,,,4,,,,,,,,5.0,en,5.0,4.0,5.0,4.0,4.0,5.0,2.0,5.0,3.0,4.0,4.0,into_dust,0,0,0,1,0,0,0,1,0,0,0
570eb77983a73509d0e03973,570eb77983a73509d0e03973,taipei_city,female,,,taiwanese,,3,False,18.0,False,,3,5,-1,3,3,3,,4.0,5.0,3.0,5.0,4.0,5.0,,,,,,,,4,,,,,,,,4.0,zh_TW,3.0,2.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,into_dust,0,1,0,1,0,0,0,0,0,0,0
570eb78f83a73509d0e04052,570eb78f83a73509d0e04052,taipei_city,female,,,taiwanese,,4,False,35.0,False,,5,1,-1,5,5,5,,5.0,1.0,5.0,4.0,5.0,1.0,,,,,,,,1,,,,,,,,5.0,en,1.0,5.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,5.0,1.0,into_dust,0,0,1,0,0,0,0,0,0,0,1
570eb75683a73509d0e02e0a,570eb75683a73509d0e02e0a,taipei_city,female,,,taiwanese,,1,False,20.0,True,,4,4,-1,4,3,3,,3.0,5.0,1.0,5.0,5.0,5.0,,,,,,,,3,,,,,,,,1.0,en,4.0,2.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,into_dust,0,0,1,1,0,1,0,0,0,0,0
570eb75683a73509d0e02dde,570eb75683a73509d0e02dde,taipei_city,female,,,taiwanese,,3,False,38.0,False,,3,3,-1,1,3,3,,4.0,4.0,1.0,4.0,4.0,4.0,,,,,,,,3,,,,,,,,4.0,zh_TW,4.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,1,1
570eb77283a73509d0e0377e,570eb77283a73509d0e0377e,taipei_city,male,,,taiwanese,,4,False,8.0,False,,4,5,-1,5,4,4,,2.0,5.0,2.0,5.0,5.0,5.0,,,,,,,,5,,,,,,,,4.0,en,3.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,5.0,into_dust,0,0,1,1,0,0,0,0,0,1,1
570eb75e83a73509d0e030c4,570eb75e83a73509d0e030c4,taipei_city,female,,,taiwanese,,2,False,18.0,False,,2,2,-1,1,2,1,,4.0,5.0,1.0,5.0,4.0,5.0,,,,,,,,4,,,,,,,,3.0,en,4.0,1.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,into_dust,0,0,1,1,0,0,0,0,0,0,0
570eb73a83a73509d0e024c0,570eb73a83a73509d0e024c0,taichung_city,male,,,taiwanese,,3,False,18.0,False,,2,3,-1,3,3,2,,3.0,4.0,1.0,5.0,4.0,4.0,,,,,,,,2,,,,,,,,2.0,en,5.0,1.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,into_dust,0,1,0,1,0,0,0,0,0,1,0
570eb73d83a73509d0e025a6,570eb73d83a73509d0e025a6,taipei_city,male,,,taiwanese,,2,False,44.0,True,,2,2,-1,2,1,1,,4.0,5.0,1.0,5.0,3.0,5.0,,,,,,,,2,,,,,,,,4.0,en,4.0,3.0,4.0,3.0,5.0,4.0,5.0,1.0,4.0,5.0,4.0,into_dust,1,0,0,1,0,0,0,0,0,0,0
570eb79b83a73509d0e04410,570eb79b83a73509d0e04410,taipei_city,male,,,taiwanese,,3,True,21.0,True,,3,4,-1,5,5,5,,4.0,4.0,2.0,4.0,4.0,4.0,,,,,,,,4,,,,,,,,4.0,en,2.0,1.0,5.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb73983a73509d0e02409,570eb73983a73509d0e02409,taipei_city,male,,,taiwanese,,3,False,19.0,False,,3,3,-1,4,3,3,,4.0,4.0,3.0,5.0,4.0,4.0,,,,,,,,3,,,,,,,,3.0,en,4.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb75783a73509d0e02e28,570eb75783a73509d0e02e28,taichung_city,female,,,taiwanese,,2,False,16.0,False,,3,3,-1,2,3,3,,3.0,3.0,1.0,3.0,4.0,3.0,,,,,,,,4,,,,,,,,3.0,en,5.0,3.0,5.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb76683a73509d0e0332d,570eb76683a73509d0e0332d,taichung_city,female,,,taiwanese,,1,False,36.0,False,,3,3,-1,1,3,3,,3.0,4.0,1.0,3.0,3.0,4.0,,,,,,,,3,,,,,,,,3.0,zh_TW,4.0,3.0,4.0,3.0,4.0,3.0,2.0,5.0,2.0,3.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb75283a73509d0e02c67,570eb75283a73509d0e02c67,taipei_city,male,,,taiwanese,,3,False,15.0,False,,4,3,-1,3,4,3,,4.0,4.0,4.0,4.0,4.0,5.0,,,,,,,,3,,,,,,,,4.0,en,4.0,2.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,2.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,1,1
570eb73683a73509d0e02351,570eb73683a73509d0e02351,taichung_city,male,,,american,,4,False,24.0,False,,3,2,-1,2,2,2,,2.0,3.0,1.0,3.0,4.0,4.0,,,,,,,,3,,,,,,,,3.0,en,3.0,1.0,5.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,into_dust,1,1,1,1,0,1,0,1,0,1,1
570eb7b483a73509d0e04b9b,570eb7b483a73509d0e04b9b,taipei_city,male,,,portuguese,,4,False,24.0,True,,1,2,-1,1,2,1,,5.0,5.0,1.0,5.0,5.0,5.0,,,,,,,,2,,,,,,,,5.0,en,3.0,1.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,2.0,5.0,into_dust,0,1,1,1,0,1,0,1,0,0,0
570eb7a783a73509d0e047cd,570eb7a783a73509d0e047cd,taipei_city,male,,,taiwanese,,3,False,9.0,False,,3,4,-1,4,4,5,,4.0,5.0,1.0,4.0,5.0,5.0,,,,,,,,3,,,,,,,,3.0,en,3.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb72b83a73509d0e01f90,570eb72b83a73509d0e01f90,taipei_city,female,,,taiwanese,,2,False,44.0,False,,2,2,-1,2,4,2,,4.0,4.0,1.0,5.0,5.0,5.0,,,,,,,,3,,,,,,,,4.0,en,4.0,1.0,2.0,4.0,4.0,4.0,2.0,4.0,5.0,1.0,4.0,into_dust,0,0,0,0,0,0,0,1,0,0,0
570eb72d83a73509d0e02040,570eb72d83a73509d0e02040,taichung_city,female,,,taiwanese,,4,False,19.0,False,,3,2,-1,1,3,1,,2.0,3.0,1.0,2.0,3.0,1.0,,,,,,,,4,,,,,,,,5.0,zh_TW,4.0,1.0,2.0,4.0,3.0,5.0,2.0,5.0,5.0,2.0,1.0,into_dust,0,0,0,1,0,0,0,0,0,1,0
570eb78383a73509d0e03ca4,570eb78383a73509d0e03ca4,taipei_city,male,,,taiwanese,,2,False,10.0,False,,1,1,-1,1,1,1,,4.0,5.0,1.0,4.0,5.0,4.0,,,,,,,,3,,,,,,,,5.0,en,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb72383a73509d0e01cff,570eb72383a73509d0e01cff,taichung_city,female,,,taiwanese,,1,False,18.0,True,,3,4,-1,2,3,3,,4.0,5.0,1.0,5.0,5.0,5.0,,,,,,,,2,,,,,,,,5.0,en,4.0,1.0,5.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,0,0
570eb79d83a73509d0e044ac,570eb79d83a73509d0e044ac,taipei_city,male,,,taiwanese,,3,False,26.0,True,,2,3,-1,4,2,1,,4.0,5.0,4.0,5.0,4.0,5.0,,,,,,,,3,,,,,,,,5.0,en,2.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,into_dust,0,1,1,1,0,1,0,0,0,1,0
570eb74583a73509d0e02817,570eb74583a73509d0e02817,taipei_city,male,,,taiwanese,,2,False,40.0,True,,2,4,-1,3,2,2,,4.0,5.0,1.0,5.0,4.0,4.0,,,,,,,,1,,,,,,,,2.0,en,5.0,1.0,4.0,4.0,1.0,2.0,2.0,5.0,1.0,5.0,4.0,into_dust,0,0,0,1,0,0,0,0,0,1,0
