,_id,metadata.location,answers.sex,answers.dob,answers.musical_background,answers.nationality,answers.visual_impairments,answers.musical_expertise,answers.hearing_impairments,answers.age,critical_reaction,control_inspired,control_wonder,control_spirituality,control_thrills,control_tension,control_familiarity,control_chills,control_tenderness,control_nostalgia,control_like_dislike,control_activity,control_positivity,control_engagement,control_goosebumps,control_overwhelmed,control_shivers,song_inspired,song_wonder,song_spirituality,song_thrills,song_tension,song_familiarity,song_chills,song_tenderness,song_nostalgia,song_like_dislike,song_activity,song_positivity,song_engagement,song_goosebumps,song_overwhelmed,song_shivers,control_chillsshiversthrills,song_chillsshiversthrills,control_transcendence,control_sadness,control_joyfulactivation,control_peacefulness,control_power,song_transcendence,song_sadness,song_joyfulactivation,song_peacefulness,song_power,song,answers.musicpref.hip_hop,answers.musicpref.none,answers.musicpref.jazz,answers.musicpref.rock,answers.musicpref.classical,answers.musicpref.world,answers.musicpref.dance,answers.musicpref.pop,answers.musicpref.traditional_irish
5410f88308ad6ee3090e408d,5410f88308ad6ee3090e408d,dublin,male,1988-01-01,,irish,,,False,23.0,False,,,,,,,,,,,,,,,,,4.0,3.0,3.0,1.0,5.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,hallelujah_dublin,0,0,1,1,1,0,0,1,0
5410f9cf08ad6ee3090e4499,5410f9cf08ad6ee3090e4499,dublin,male,1996-01-01,,other,,,False,15.0,False,,,,,,,,,,,,,,,,,4.0,3.0,3.0,1.0,4.0,3.0,1.0,4.0,5.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,,,,,,,,,,,,,hallelujah_dublin,1,0,0,1,0,0,0,1,0
5410f9d008ad6ee3090e44a5,5410f9d008ad6ee3090e44a5,dublin,female,1992-01-01,,irish,,,False,19.0,False,,,,,,,,,,,,,,,,,1.0,3.0,5.0,1.0,5.0,1.0,4.0,5.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,4.0,,,,,,,,,,,,,hallelujah_dublin,1,0,0,1,0,0,1,1,0
5410f9d108ad6ee3090e44b6,5410f9d108ad6ee3090e44b6,dublin,female,1989-01-01,,other,,,False,22.0,False,,,,,,,,,,,,,,,,,3.0,2.0,1.0,2.0,5.0,5.0,2.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,hallelujah_dublin,1,0,1,1,1,1,0,1,1
5410fa6308ad6ee3090e46d2,5410fa6308ad6ee3090e46d2,dublin,female,1994-01-01,,irish,,,False,17.0,False,,,,,,,,,,,,,,,,,3.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,1.0,4.0,2.0,3.0,,,,,,,,,,,,,hallelujah_dublin,0,0,1,0,1,1,0,0,1
5410fa6308ad6ee3090e46d5,5410fa6308ad6ee3090e46d5,dublin,female,1994-01-01,,irish,,,False,17.0,False,,,,,,,,,,,,,,,,,3.0,4.0,4.0,3.0,4.0,5.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,,,,,,,,,,,,,hallelujah_dublin,0,0,0,0,0,0,0,1,0
5410fa6308ad6ee3090e46dd,5410fa6308ad6ee3090e46dd,dublin,male,1989-01-01,,irish,,,False,22.0,False,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,hallelujah_dublin,1,0,0,1,0,0,1,0,1
5410fa6508ad6ee3090e46f4,5410fa6508ad6ee3090e46f4,dublin,male,1990-01-01,,irish,,,False,21.0,False,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,5.0,3.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,hallelujah_dublin,0,0,0,1,1,0,1,0,0
5410fb2e08ad6ee3090e49ce,5410fb2e08ad6ee3090e49ce,dublin,male,1978-01-01,,british,,,False,33.0,False,,,,,,,,,,,,,,,,,2.0,2.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,,,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,1,1,0,0
5410fb2f08ad6ee3090e49da,5410fb2f08ad6ee3090e49da,dublin,female,1969-01-01,,other,,,False,42.0,False,,,,,,,,,,,,,,,,,4.0,3.0,4.0,1.0,4.0,2.0,1.0,4.0,4.0,2.0,5.0,3.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,hallelujah_dublin,0,0,0,1,1,0,1,1,0
5410fba308ad6ee3090e4ba3,5410fba308ad6ee3090e4ba3,dublin,male,1987-01-01,,irish,,,False,24.0,False,,,,,,,,,,,,,,,,,4.0,3.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,1.0,,,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,1,0,1,1
5410fd1708ad6ee3090e514b,5410fd1708ad6ee3090e514b,dublin,female,1966-01-01,,irish,,,False,45.0,False,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,5.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,hallelujah_dublin,0,0,1,0,1,1,0,0,0
5410fd1808ad6ee3090e5150,5410fd1808ad6ee3090e5150,dublin,male,1979-01-01,,other,,,True,32.0,False,,,,,,,,,,,,,,,,,4.0,4.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,,,,,,,,,,,,,hallelujah_dublin,1,0,0,1,1,0,0,1,0
541101e408ad6ee3090e63b2,541101e408ad6ee3090e63b2,dublin,male,1972-01-01,,british,,,False,39.0,False,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
541102af08ad6ee3090e6651,541102af08ad6ee3090e6651,dublin,female,1970-01-01,,other,,,False,41.0,False,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,1.0,1.0,1.0,2.0,,,,,2.0,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,1,0,0,0
541102af08ad6ee3090e6655,541102af08ad6ee3090e6655,dublin,male,1980-01-01,,irish,,,False,31.0,False,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,2.0,2.0,2.0,2.0,,,,,3.0,,,,,,,,,,,hallelujah_dublin,1,0,0,1,0,0,1,1,0
5411036108ad6ee3090e68dc,5411036108ad6ee3090e68dc,dublin,female,1980-01-01,,other,,,True,31.0,False,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,2.0,5.0,4.0,2.0,,,,,2.0,,,,,,,,,,,hallelujah_dublin,0,0,0,0,0,0,1,0,0
5411036108ad6ee3090e68e5,5411036108ad6ee3090e68e5,dublin,male,1970-01-01,,irish,,,False,41.0,False,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,2.0,3.0,2.0,3.0,,,,,2.0,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,1,1,0
5411036108ad6ee3090e68eb,5411036108ad6ee3090e68eb,dublin,male,1990-01-01,,irish,,,False,21.0,False,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,2.0,4.0,2.0,3.0,,,,,1.0,,,,,,,,,,,hallelujah_dublin,1,0,1,1,0,0,1,1,1
5411041008ad6ee3090e6b59,5411041008ad6ee3090e6b59,dublin,female,1990-01-01,,other,,,False,21.0,False,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,1.0,3.0,4.0,2.0,,,,,2.0,,,,,,,,,,,hallelujah_dublin,0,0,0,0,0,0,0,1,0
5411041108ad6ee3090e6b69,5411041108ad6ee3090e6b69,dublin,male,1980-01-01,,irish,,,False,31.0,False,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,3.0,3.0,2.0,2.0,,,,,1.0,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,1,0
5411051608ad6ee3090e6f03,5411051608ad6ee3090e6f03,dublin,female,1980-01-01,,other,,,False,31.0,False,,,,,,,,,,,,,,,,,,,,,5.0,3.0,,,,2.0,4.0,3.0,2.0,,,,,1.0,,,,,,,,,,,hallelujah_dublin,1,0,1,1,1,1,1,1,0
5411059908ad6ee3090e70ee,5411059908ad6ee3090e70ee,dublin,male,1960-01-01,,irish,,,False,51.0,False,,,,,,,,,,,,,,,,,,,,,5.0,3.0,,,,2.0,4.0,2.0,2.0,,,,,2.0,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,1,0
5411059a08ad6ee3090e70f8,5411059a08ad6ee3090e70f8,dublin,female,1990-01-01,,other,,,False,21.0,False,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,4.0,3.0,4.0,3.0,,,,,2.0,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
5411059c08ad6ee3090e7112,5411059c08ad6ee3090e7112,dublin,male,1970-01-01,,irish,,,False,41.0,False,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,2.0,4.0,2.0,1.0,,,,,3.0,,,,,,,,,,,hallelujah_dublin,1,0,1,1,1,0,1,1,0
5411061e08ad6ee3090e72f7,5411061e08ad6ee3090e72f7,dublin,female,1930-01-01,,irish,,,False,81.0,False,,,,,,,,,,,,,,,,,,,,,5.0,4.0,,,,2.0,1.0,1.0,1.0,,,,,3.0,,,,,,,,,,,hallelujah_dublin,0,0,0,0,1,0,0,0,1
5411061f08ad6ee3090e72fc,5411061f08ad6ee3090e72fc,dublin,male,1980-01-01,,other,,,False,31.0,False,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,3.0,4.0,3.0,4.0,,,,,1.0,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
5411061f08ad6ee3090e7305,5411061f08ad6ee3090e7305,dublin,female,1970-01-01,,irish,,,False,41.0,False,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,2.0,3.0,2.0,2.0,,,,,3.0,,,,,,,,,,,hallelujah_dublin,0,0,1,1,0,0,0,1,0
541106b708ad6ee3090e752e,541106b708ad6ee3090e752e,dublin,male,1970-01-01,,irish,,,False,41.0,False,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,1.0,4.0,1.0,1.0,,,,,4.0,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
541106b708ad6ee3090e7536,541106b708ad6ee3090e7536,dublin,female,1980-01-01,,irish,,,False,31.0,False,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,2.0,3.0,3.0,4.0,,,,,1.0,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,1,0
541106b808ad6ee3090e753f,541106b808ad6ee3090e753f,dublin,male,1960-01-01,,other,,,False,51.0,False,,,,,,,,,,,,,,,,,,,,,4.0,5.0,,,,1.0,3.0,1.0,1.0,,,,,4.0,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
5411076f08ad6ee3090e7798,5411076f08ad6ee3090e7798,dublin,male,1980-01-01,,irish,,,False,31.0,False,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,1.0,4.0,2.0,2.0,,,,,4.0,,,,,,,,,,,hallelujah_dublin,0,0,1,1,0,0,0,0,0
5411076f08ad6ee3090e779a,5411076f08ad6ee3090e779a,dublin,male,1990-01-01,,other,,,False,21.0,False,,,,,,,,,,,,,,,,,,,,,4.0,2.0,,,,4.0,4.0,3.0,4.0,,,,,1.0,,,,,,,,,,,hallelujah_dublin,0,0,0,0,0,0,1,1,0
5410f69508ad6ee3090e3892,5410f69508ad6ee3090e3892,dublin,male,1970-01-01,,irish,,,False,41.0,False,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,5.0,4.0,4.0,4.0,,,,,1.0,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,1,1,0
5410f7b508ad6ee3090e3d30,5410f7b508ad6ee3090e3d30,dublin,female,1990-01-01,,other,,,True,21.0,False,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,1.0,4.0,2.0,1.0,,,,,2.0,,,,,,,,,,,hallelujah_dublin,0,0,0,0,1,0,1,1,0
5410f82f08ad6ee3090e3f2f,5410f82f08ad6ee3090e3f2f,dublin,male,1980-01-01,,other,,,False,31.0,False,,,,,,,,,,,,,,,,,,,,,4.0,3.0,,,,2.0,4.0,4.0,3.0,,,,,1.0,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
5410f91208ad6ee3090e41cf,5410f91208ad6ee3090e41cf,dublin,female,1990-01-01,,irish,,,False,21.0,False,,,,,,,,,,,,,,,,,,,,,2.0,5.0,,,,1.0,3.0,2.0,2.0,,,,,3.0,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
5410f95308ad6ee3090e42c1,5410f95308ad6ee3090e42c1,dublin,male,1990-01-01,,irish,,,False,21.0,False,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,2.0,4.0,1.0,1.0,,,,,1.0,,,,,,,,,,,hallelujah_dublin,1,0,0,0,0,0,0,1,1
5410f9f708ad6ee3090e4533,5410f9f708ad6ee3090e4533,dublin,male,1970-01-01,,irish,,,False,41.0,False,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,1.0,3.0,1.0,1.0,,,,,3.0,,,,,,,,,,,hallelujah_dublin,0,0,1,1,0,1,1,1,1
5410fab008ad6ee3090e47f0,5410fab008ad6ee3090e47f0,dublin,female,1993-01-01,,irish,,,False,18.0,False,,,,,,,,,,,,,,,,,,,,,4.0,3.0,,,,3.0,4.0,2.0,3.0,,,,,1.0,,,,,,,,,,,hallelujah_dublin,0,0,0,0,0,0,0,1,0
5410fab108ad6ee3090e47f8,5410fab108ad6ee3090e47f8,dublin,female,1990-01-01,,other,,,True,21.0,False,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,3.0,4.0,3.0,4.0,,,,,2.0,,,,,,,,,,,hallelujah_dublin,0,0,0,0,0,1,0,0,0
5410fc0508ad6ee3090e4cef,5410fc0508ad6ee3090e4cef,dublin,male,1990-01-01,,irish,,,False,21.0,False,,,,,,,,,,,,,,,,,,,,,5.0,3.0,,,,2.0,5.0,2.0,2.0,,,,,1.0,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
5410fc0708ad6ee3090e4d18,5410fc0708ad6ee3090e4d18,dublin,male,1960-01-01,,other,,,False,51.0,False,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,1.0,4.0,1.0,1.0,,,,,1.0,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,1,0
5410fcb808ad6ee3090e4fc1,5410fcb808ad6ee3090e4fc1,dublin,male,1990-01-01,,irish,,,True,21.0,False,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,1.0,3.0,4.0,2.0,,,,,4.0,,,,,,,,,,,hallelujah_dublin,0,0,0,0,0,0,0,0,1
5410fcb908ad6ee3090e4fcd,5410fcb908ad6ee3090e4fcd,dublin,male,1990-01-01,,other,,,False,21.0,False,,,,,,,,,,,,,,,,,,,,,4.0,2.0,,,,4.0,4.0,3.0,1.0,,,,,2.0,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
5410fd5c08ad6ee3090e522d,5410fd5c08ad6ee3090e522d,dublin,female,1990-01-01,,other,,,False,21.0,False,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,2.0,3.0,2.0,2.0,,,,,4.0,,,,,,,,,,,hallelujah_dublin,0,0,0,0,0,0,0,1,0
5410fda608ad6ee3090e534e,5410fda608ad6ee3090e534e,dublin,female,1950-01-01,,irish,,,False,61.0,False,,,,,,,,,,,,,,,,,,,,,4.0,3.0,,,,4.0,4.0,1.0,1.0,,,,,2.0,,,,,,,,,,,hallelujah_dublin,0,0,1,1,1,0,0,1,0
5410fda608ad6ee3090e5354,5410fda608ad6ee3090e5354,dublin,male,1970-01-01,,other,,,False,41.0,False,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,2.0,4.0,4.0,2.0,,,,,2.0,,,,,,,,,,,hallelujah_dublin,0,0,0,0,0,0,0,1,0
5410fda708ad6ee3090e5362,5410fda708ad6ee3090e5362,dublin,male,1980-01-01,,irish,,,False,31.0,False,,,,,,,,,,,,,,,,,,,,,4.0,3.0,,,,3.0,3.0,4.0,2.0,,,,,1.0,,,,,,,,,,,hallelujah_dublin,1,0,1,1,1,0,1,1,1
5410fe3c08ad6ee3090e55a2,5410fe3c08ad6ee3090e55a2,dublin,male,1970-01-01,,irish,,,False,41.0,False,,,,,,,,,,,,,,,,,,,,,3.0,5.0,,,,1.0,4.0,3.0,1.0,,,,,3.0,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,1,0
5410ffda08ad6ee3090e5baa,5410ffda08ad6ee3090e5baa,dublin,male,1990-01-01,False,other,,3,False,21.0,False,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,,,2.0,4.0,3.0,4.0,,,,,1.0,,,,,,,,,,,hallelujah_dublin,0,0,0,0,0,1,0,0,0
5411015508ad6ee3090e6160,5411015508ad6ee3090e6160,dublin,male,1978-01-01,False,other,,1,False,33.0,False,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,2.0,3.0,3.0,2.0,,,,,2.0,,,,,,,,,,,hallelujah_dublin,0,0,0,1,1,0,0,1,0
541101b908ad6ee3090e62f8,541101b908ad6ee3090e62f8,dublin,male,1975-01-01,True,other,,4,False,36.0,False,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,4.0,4.0,2.0,3.0,,,,,1.0,,,,,,,,,,,hallelujah_dublin,0,0,0,1,1,0,1,1,0
5411031108ad6ee3090e67f0,5411031108ad6ee3090e67f0,dublin,female,1988-01-01,True,other,,4,False,23.0,False,,,,,,,,,,,,,,,,,,,,,3.0,5.0,,,,1.0,3.0,2.0,2.0,,,,,2.0,,,,,,,,,,,hallelujah_dublin,1,0,1,1,1,0,0,1,1
5411047508ad6ee3090e6cbe,5411047508ad6ee3090e6cbe,dublin,female,1963-01-01,False,irish,,2,False,48.0,False,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,3.0,4.0,3.0,3.0,,,,,1.0,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,1,0,0,0
5411047808ad6ee3090e6ce1,5411047808ad6ee3090e6ce1,dublin,male,1957-01-01,False,irish,,3,False,54.0,False,,,,,,,,,,,,,,,,,,,,,3.0,3.0,,,,2.0,4.0,3.0,3.0,,,,,1.0,,,,,,,,,,,hallelujah_dublin,0,0,0,1,1,0,0,0,1
5411047808ad6ee3090e6ce6,5411047808ad6ee3090e6ce6,dublin,female,1993-01-01,True,irish,,4,False,18.0,False,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,3.0,4.0,2.0,3.0,,,,,1.0,,,,,,,,,,,hallelujah_dublin,0,0,0,0,0,0,1,0,0
541104c108ad6ee3090e6ddd,541104c108ad6ee3090e6ddd,dublin,male,1988-01-01,False,other,,3,False,23.0,False,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,2.0,4.0,4.0,2.0,,,,,2.0,,,,,,,,,,,hallelujah_dublin,0,0,0,0,0,0,1,0,0
541104c208ad6ee3090e6df3,541104c208ad6ee3090e6df3,dublin,female,1995-01-01,True,irish,,4,False,16.0,False,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,3.0,4.0,2.0,2.0,,,,,1.0,,,,,,,,,,,hallelujah_dublin,0,0,0,1,1,0,0,1,0
5411054d08ad6ee3090e6fe3,5411054d08ad6ee3090e6fe3,dublin,female,1977-01-01,False,irish,,2,False,34.0,False,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,1.0,4.0,2.0,3.0,,,,,4.0,,,,,,,,,,,hallelujah_dublin,0,0,0,1,1,0,0,1,0
541105e008ad6ee3090e7216,541105e008ad6ee3090e7216,dublin,male,1995-01-01,True,irish,,3,False,16.0,False,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,4.0,4.0,3.0,5.0,,,,,3.0,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
541105e108ad6ee3090e7221,541105e108ad6ee3090e7221,dublin,female,1953-01-01,False,irish,,2,False,58.0,False,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,3.0,2.0,2.0,4.0,,,,,1.0,,,,,,,,,,,hallelujah_dublin,0,0,0,0,0,0,0,0,1
5410f8da08ad6ee3090e4127,5410f8da08ad6ee3090e4127,dublin,female,1976-01-01,True,other,,3,False,35.0,False,,,,,,,,,,,,,,,,,,4.0,,,2.0,,,4.0,4.0,,,,,,,,,,,,,,,3.0,3.0,4.0,5.0,3.0,hallelujah_dublin,0,0,1,1,1,1,0,1,1
5410f8da08ad6ee3090e4132,5410f8da08ad6ee3090e4132,dublin,female,1971-01-01,False,irish,,1,False,40.0,False,,,,,,,,,,,,,,,,,,3.0,,,1.0,,,3.0,4.0,,,,,,,,,,,,,,,3.0,1.0,4.0,3.0,3.0,hallelujah_dublin,0,0,0,0,0,1,0,0,0
5410fa8808ad6ee3090e476b,5410fa8808ad6ee3090e476b,dublin,male,1988-01-01,True,other,,4,False,23.0,False,,,,,,,,,,,,,,,,,,4.0,,,1.0,,,3.0,4.0,,,,,,,,,,,,,,,3.0,4.0,3.0,4.0,3.0,hallelujah_dublin,0,0,0,1,0,0,0,1,0
5410fa8808ad6ee3090e476f,5410fa8808ad6ee3090e476f,dublin,male,1991-01-01,False,other,,4,False,20.0,False,,,,,,,,,,,,,,,,,,4.0,,,1.0,,,3.0,4.0,,,,,,,,,,,,,,,4.0,4.0,1.0,4.0,2.0,hallelujah_dublin,0,0,0,1,1,0,0,0,0
5410fa8808ad6ee3090e4776,5410fa8808ad6ee3090e4776,dublin,female,1989-01-01,False,other,,3,False,22.0,False,,,,,,,,,,,,,,,,,,4.0,,,1.0,,,4.0,4.0,,,,,,,,,,,,,,,3.0,2.0,1.0,4.0,3.0,hallelujah_dublin,0,1,0,0,0,0,0,0,0
5410fb3f08ad6ee3090e4a1a,5410fb3f08ad6ee3090e4a1a,dublin,female,1980-01-01,False,other,,1,False,31.0,False,,,,,,,,,,,,,,,,,,3.0,,,2.0,,,3.0,4.0,,,,,,,,,,,,,,,4.0,4.0,1.0,3.0,4.0,hallelujah_dublin,0,0,0,1,0,0,0,1,0
5410fbaf08ad6ee3090e4bd4,5410fbaf08ad6ee3090e4bd4,dublin,male,1989-01-01,True,other,,3,True,22.0,False,,,,,,,,,,,,,,,,,,5.0,,,1.0,,,5.0,5.0,,,,,,,,,,,,,,,5.0,1.0,2.0,4.0,3.0,hallelujah_dublin,0,0,0,1,0,0,0,1,0
5410ff9208ad6ee3090e5ad9,5410ff9208ad6ee3090e5ad9,dublin,male,1990-01-01,True,irish,,2,False,21.0,False,,,,,,,,,,,,,,,,,,3.0,,,1.0,,,3.0,5.0,,,,,,,,,,,,,,,4.0,4.0,1.0,2.0,4.0,hallelujah_dublin,1,0,0,1,1,0,1,0,0
5411002c08ad6ee3090e5d04,5411002c08ad6ee3090e5d04,dublin,male,1983-01-01,True,irish,,3,False,28.0,False,,,,,,,,,,,,,,,,,,3.0,,,1.0,,,4.0,4.0,,,,,,,,,,,,,,,4.0,3.0,3.0,5.0,4.0,hallelujah_dublin,0,0,0,1,0,0,1,1,0
5411012808ad6ee3090e60ba,5411012808ad6ee3090e60ba,dublin,female,1983-01-01,True,other,,3,False,28.0,False,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,3.0,4.0,,,,,,,,,,,,,,,2.0,2.0,3.0,3.0,1.0,hallelujah_dublin,0,0,0,1,0,0,0,1,0
5411012808ad6ee3090e60bb,5411012808ad6ee3090e60bb,dublin,male,1986-01-01,True,irish,,5,False,25.0,False,,,,,,,,,,,,,,,,,,4.0,,,1.0,,,5.0,4.0,,,,,,,,,,,,,,,5.0,4.0,2.0,3.0,4.0,hallelujah_dublin,0,0,0,1,1,0,1,1,0
541102d908ad6ee3090e671a,541102d908ad6ee3090e671a,dublin,male,1993-01-01,False,other,,2,False,18.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
541103ad08ad6ee3090e6a09,541103ad08ad6ee3090e6a09,dublin,female,1990-01-01,False,other,,3,False,21.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah_dublin,0,0,1,1,0,1,1,1,0
5411043a08ad6ee3090e6bfd,5411043a08ad6ee3090e6bfd,dublin,female,1998-01-01,True,irish,,3,False,13.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah_dublin,1,0,1,0,0,0,1,1,0
5411065608ad6ee3090e73be,5411065608ad6ee3090e73be,dublin,male,1993-01-01,True,irish,,4,False,18.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah_dublin,0,0,1,0,1,0,1,1,0
5411065608ad6ee3090e73c9,5411065608ad6ee3090e73c9,dublin,male,1994-01-01,False,irish,,3,False,17.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,1
5411070e08ad6ee3090e761d,5411070e08ad6ee3090e761d,dublin,male,1972-01-01,True,irish,,2,False,39.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,1,0
5411070f08ad6ee3090e762b,5411070f08ad6ee3090e762b,dublin,male,1989-01-01,True,irish,,2,False,22.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
5411070f08ad6ee3090e7637,5411070f08ad6ee3090e7637,dublin,female,1989-01-01,False,irish,,2,False,22.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,1,0
5410f6fd08ad6ee3090e3a51,5410f6fd08ad6ee3090e3a51,dublin,female,1992-01-01,True,irish,,3,False,19.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah_dublin,0,0,0,0,1,0,0,1,0
