_id,location,sex,musical_background,nationality,visual_impairments,musical_expertise,hearing_impairments,age,critical_reaction,control_tension,control_familiarity,control_like_dislike,control_activity,control_positivity,control_engagement,song_inspired,song_wonder,song_spirituality,song_thrills,song_tension,song_familiarity,song_chills,song_tenderness,song_nostalgia,song_like_dislike,song_activity,song_positivity,song_engagement,song_goosebumps,song_overwhelmed,song_shivers,song_chillsshiversthrills,control_power,song_transcendence,song_sadness,song_joyfulactivation,song_peacefulness,song_power,song,musicpref_hip_hop,musicpref_none,musicpref_jazz,musicpref_rock,musicpref_classical,musicpref_world,musicpref_dance,musicpref_pop,musicpref_traditional_irish
5410f6d008ad6ee3090e399c,dublin,male,,irish,,,False,20.0,True,,,,,,,3.0,4.0,1.0,1.0,3.0,2.0,4.0,4.0,1.0,3.0,5.0,4.0,4.0,3.0,2.0,2.0,,,,,,,,hallelujah_dublin,0,0,1,1,0,0,1,1,1
5410f6d108ad6ee3090e39ad,dublin,male,,british,,,False,32.0,True,,,,,,,4.0,5.0,4.0,1.0,4.0,5.0,4.0,5.0,5.0,1.0,3.0,4.0,1.0,4.0,4.0,3.0,,,,,,,,hallelujah_dublin,0,1,0,0,0,0,0,0,0
5410f76708ad6ee3090e3c1a,dublin,male,,irish,,,True,33.0,True,,,,,,,2.0,2.0,4.0,1.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,,,,,,,,hallelujah_dublin,0,0,0,0,0,0,1,0,0
5410f7fc08ad6ee3090e3e4e,dublin,male,,british,,,False,25.0,True,,,,,,,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,5.0,3.0,1.0,3.0,4.0,1.0,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,1,0
5410f88208ad6ee3090e407b,dublin,female,,irish,,,True,27.0,True,,,,,,,2.0,4.0,4.0,2.0,4.0,5.0,1.0,2.0,4.0,1.0,4.0,3.0,1.0,3.0,4.0,2.0,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,1,1
5410fa6408ad6ee3090e46e0,dublin,female,,irish,,,False,23.0,True,,,,,,,1.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,5.0,2.0,5.0,5.0,1.0,1.0,1.0,,,,,,,,hallelujah_dublin,1,0,0,1,0,0,0,1,0
5410fa6408ad6ee3090e46e4,dublin,female,,irish,,,False,25.0,True,,,,,,,3.0,3.0,4.0,1.0,4.0,4.0,1.0,4.0,5.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,hallelujah_dublin,1,0,1,1,1,1,1,1,1
5410fa6408ad6ee3090e46ee,dublin,male,,irish,,,True,11.0,True,,,,,,,5.0,1.0,5.0,1.0,5.0,4.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
5410fb2f08ad6ee3090e49d7,dublin,female,,other,,,False,28.0,True,,,,,,,4.0,1.0,3.0,1.0,5.0,5.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,,,,,,,,hallelujah_dublin,0,0,0,0,0,1,1,1,0
5410fba108ad6ee3090e4b8b,dublin,female,,irish,,,False,15.0,True,,,,,,,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
5410fba308ad6ee3090e4baa,dublin,female,,irish,,,False,43.0,True,,,,,,,1.0,5.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,1.0,5.0,4.0,1.0,3.0,5.0,4.0,,,,,,,,hallelujah_dublin,0,0,0,0,0,0,0,1,0
5410fc6508ad6ee3090e4e96,dublin,male,,irish,,,False,24.0,True,,,,,,,3.0,2.0,1.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,1.0,4.0,3.0,2.0,,,,,,,,hallelujah_dublin,1,0,0,1,0,0,0,0,0
5410fc6508ad6ee3090e4e9a,dublin,male,,british,,,False,20.0,True,,,,,,,3.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,5.0,2.0,3.0,4.0,1.0,3.0,4.0,4.0,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
5410fc6708ad6ee3090e4eb4,dublin,female,,british,,,False,27.0,True,,,,,,,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,1.0,4.0,2.0,2.0,1.0,4.0,1.0,,,,,,,,hallelujah_dublin,1,0,0,1,0,0,1,1,0
5410fe0208ad6ee3090e54c4,dublin,female,,other,,,False,12.0,True,,,,,,,2.0,2.0,3.0,1.0,4.0,4.0,1.0,3.0,1.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,hallelujah_dublin,1,0,0,1,0,0,0,1,0
5410fe8808ad6ee3090e56ad,dublin,male,,other,,,False,21.0,True,,,,,,,4.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,5.0,3.0,,,,,,,,hallelujah_dublin,1,0,1,1,1,0,1,1,0
5410fe8808ad6ee3090e56b0,dublin,male,,british,,,False,23.0,True,,,,,,,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,,,,,,,,hallelujah_dublin,0,0,0,0,0,0,0,1,0
541101e408ad6ee3090e63be,dublin,male,,irish,,,False,21.0,True,,,,,,,4.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,1.0,5.0,3.0,3.0,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,1,1,0
541102b008ad6ee3090e6671,dublin,female,,irish,,,False,41.0,True,,,,,,,,,,,4.0,4.0,,,,3.0,3.0,3.0,4.0,,,,2.0,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
541102b108ad6ee3090e6683,dublin,female,,irish,,,False,21.0,True,,,,,,,,,,,4.0,2.0,,,,4.0,4.0,3.0,5.0,,,,2.0,,,,,,,hallelujah_dublin,0,0,0,0,0,0,0,1,0
5411036108ad6ee3090e68e1,dublin,male,,irish,,,False,11.0,True,,,,,,,,,,,3.0,5.0,,,,2.0,2.0,3.0,2.0,,,,1.0,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
5411041208ad6ee3090e6b71,dublin,male,,other,,,True,21.0,True,,,,,,,,,,,3.0,2.0,,,,3.0,3.0,3.0,3.0,,,,2.0,,,,,,,hallelujah_dublin,1,0,0,0,0,0,0,1,0
5411059808ad6ee3090e70dc,dublin,female,,irish,,,False,11.0,True,,,,,,,,,,,5.0,3.0,,,,3.0,3.0,2.0,5.0,,,,1.0,,,,,,,hallelujah_dublin,0,0,0,0,0,0,0,1,0
541106b708ad6ee3090e752c,dublin,male,,other,,,False,21.0,True,,,,,,,,,,,4.0,5.0,,,,1.0,2.0,1.0,1.0,,,,5.0,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,1,1
5411076d08ad6ee3090e7774,dublin,male,,irish,,,False,41.0,True,,,,,,,,,,,4.0,4.0,,,,3.0,2.0,1.0,1.0,,,,2.0,,,,,,,hallelujah_dublin,0,0,1,1,0,0,1,1,0
5411077108ad6ee3090e77b3,dublin,female,,irish,,,False,21.0,True,,,,,,,,,,,2.0,5.0,,,,1.0,2.0,1.0,2.0,,,,2.0,,,,,,,hallelujah_dublin,0,0,1,1,1,1,0,1,0
5410f7b408ad6ee3090e3d16,dublin,male,,irish,,,False,31.0,True,,,,,,,,,,,3.0,4.0,,,,1.0,1.0,1.0,1.0,,,,4.0,,,,,,,hallelujah_dublin,0,0,0,1,0,0,1,0,0
5410f7b408ad6ee3090e3d1c,dublin,male,,irish,,,False,21.0,True,,,,,,,,,,,4.0,4.0,,,,3.0,4.0,3.0,1.0,,,,2.0,,,,,,,hallelujah_dublin,1,0,0,1,0,0,0,1,0
5410f7b508ad6ee3090e3d2a,dublin,male,,irish,,,False,41.0,True,,,,,,,,,,,5.0,5.0,,,,1.0,4.0,2.0,1.0,,,,3.0,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
5410f9f808ad6ee3090e4547,dublin,male,,irish,,,False,41.0,True,,,,,,,,,,,5.0,4.0,,,,2.0,4.0,4.0,3.0,,,,2.0,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
5410fc0708ad6ee3090e4d0f,dublin,female,,other,,,False,21.0,True,,,,,,,,,,,2.0,5.0,,,,1.0,4.0,3.0,1.0,,,,5.0,,,,,,,hallelujah_dublin,0,0,0,1,1,0,0,1,0
5410fc0808ad6ee3090e4d23,dublin,female,,other,,,True,21.0,True,,,,,,,,,,,5.0,5.0,,,,1.0,3.0,1.0,1.0,,,,3.0,,,,,,,hallelujah_dublin,0,0,0,1,0,1,0,1,0
5410fc0908ad6ee3090e4d43,dublin,female,,other,,,False,71.0,True,,,,,,,,,,,4.0,4.0,,,,1.0,3.0,1.0,1.0,,,,5.0,,,,,,,hallelujah_dublin,0,0,0,1,1,0,0,0,1
5410fcba08ad6ee3090e4fdc,dublin,female,,irish,,,False,31.0,True,,,,,,,,,,,5.0,5.0,,,,1.0,2.0,1.0,1.0,,,,5.0,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
5410fd5c08ad6ee3090e5223,dublin,male,,irish,,,False,32.0,True,,,,,,,,,,,3.0,4.0,,,,1.0,3.0,3.0,1.0,,,,3.0,,,,,,,hallelujah_dublin,1,0,1,1,1,1,0,1,1
5410fda608ad6ee3090e5348,dublin,male,,irish,,,False,21.0,True,,,,,,,,,,,3.0,3.0,,,,4.0,3.0,3.0,5.0,,,,1.0,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
5410ffdb08ad6ee3090e5bb8,dublin,male,False,irish,,1.0,False,21.0,True,,,,,,,,,,,4.0,4.0,,,,2.0,3.0,3.0,3.0,,,,1.0,,,,,,,hallelujah_dublin,0,0,0,1,0,0,1,0,0
5411015608ad6ee3090e6171,dublin,male,False,irish,,2.0,False,12.0,True,,,,,,,,,,,4.0,3.0,,,,4.0,3.0,3.0,3.0,,,,1.0,,,,,,,hallelujah_dublin,0,0,0,0,0,0,0,1,0
541101b808ad6ee3090e62eb,dublin,male,False,irish,,2.0,False,39.0,True,,,,,,,,,,,3.0,4.0,,,,3.0,4.0,3.0,1.0,,,,4.0,,,,,,,hallelujah_dublin,0,0,1,0,0,0,1,1,0
541101b908ad6ee3090e6304,dublin,female,False,irish,,3.0,False,29.0,True,,,,,,,,,,,4.0,4.0,,,,2.0,4.0,3.0,2.0,,,,1.0,,,,,,,hallelujah_dublin,0,0,0,1,0,1,0,1,0
5411031008ad6ee3090e67e0,dublin,female,True,irish,,4.0,True,34.0,True,,,,,,,,,,,5.0,5.0,,,,1.0,2.0,1.0,1.0,,,,4.0,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,1,0
5411031108ad6ee3090e67ed,dublin,male,True,irish,,5.0,False,19.0,True,,,,,,,,,,,1.0,5.0,,,,1.0,2.0,4.0,1.0,,,,5.0,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
5411031208ad6ee3090e67fb,dublin,male,True,irish,,4.0,False,29.0,True,,,,,,,,,,,4.0,5.0,,,,1.0,2.0,4.0,2.0,,,,4.0,,,,,,,hallelujah_dublin,0,0,1,1,0,1,1,0,0
5411047608ad6ee3090e6ccd,dublin,female,False,irish,,4.0,False,56.0,True,,,,,,,,,,,4.0,5.0,,,,1.0,1.0,1.0,1.0,,,,5.0,,,,,,,hallelujah_dublin,0,0,0,1,1,1,0,0,1
541105e008ad6ee3090e720c,dublin,female,True,irish,,3.0,False,20.0,True,,,,,,,,,,,3.0,3.0,,,,3.0,3.0,2.0,2.0,,,,1.0,,,,,,,hallelujah_dublin,1,0,1,1,0,1,0,1,0
5410f93408ad6ee3090e426d,dublin,female,False,other,,1.0,False,34.0,True,,,,,,,,1.0,,,1.0,,,2.0,5.0,,,,,,,,,,2.0,5.0,1.0,2.0,1.0,hallelujah_dublin,0,1,0,0,0,0,0,0,0
5410fb3f08ad6ee3090e4a25,dublin,female,False,other,,1.0,False,33.0,True,,,,,,,,4.0,,,1.0,,,1.0,2.0,,,,,,,,,,4.0,4.0,1.0,3.0,4.0,hallelujah_dublin,0,0,1,0,0,1,1,1,0
5410fe9f08ad6ee3090e5709,dublin,female,True,other,,4.0,False,18.0,True,,,,,,,,1.0,,,2.0,,,5.0,5.0,,,,,,,,,,3.0,5.0,1.0,4.0,1.0,hallelujah_dublin,0,0,0,0,0,0,0,1,0
5410fea008ad6ee3090e5718,dublin,female,False,other,,3.0,False,17.0,True,,,,,,,,4.0,,,2.0,,,4.0,4.0,,,,,,,,,,3.0,2.0,3.0,4.0,4.0,hallelujah_dublin,0,0,0,0,0,0,0,1,0
541100bb08ad6ee3090e5f1f,dublin,female,True,irish,,4.0,False,16.0,True,,,,,,,,4.0,,,1.0,,,5.0,4.0,,,,,,,,,,3.0,2.0,2.0,4.0,3.0,hallelujah_dublin,0,0,0,0,0,0,0,1,0
541103ac08ad6ee3090e69ee,dublin,female,True,irish,,3.0,False,18.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
5411065508ad6ee3090e73b9,dublin,male,False,irish,,1.0,True,16.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah_dublin,1,0,0,0,0,0,0,0,0
5411065608ad6ee3090e73c6,dublin,male,True,other,,4.0,False,43.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah_dublin,0,0,0,0,1,0,0,0,0
5411065708ad6ee3090e73d0,dublin,female,True,other,,5.0,False,49.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah_dublin,0,0,0,1,1,1,0,1,1
5411065708ad6ee3090e73dc,dublin,female,True,irish,,4.0,False,55.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah_dublin,0,0,0,0,1,0,1,1,0
5411070e08ad6ee3090e7627,dublin,female,False,irish,,3.0,False,27.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,1,0
5411070f08ad6ee3090e7639,dublin,female,False,irish,,2.0,False,32.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,1,1,0
5411051708ad6ee3090e6f1c,dublin,male,,other,,,False,21.0,True,,,,,,,,,,,3.0,4.0,,,,2.0,2.0,2.0,2.0,,,,4.0,,,,,,,hallelujah_dublin,1,0,0,1,1,1,0,0,1
5411018908ad6ee3090e6256,dublin,male,,irish,,,False,64.0,True,,,,,,,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,,,,,,,,hallelujah_dublin,0,0,1,0,0,0,0,0,0
5410f91208ad6ee3090e41d9,dublin,male,,irish,,,False,41.0,True,,,,,,,,,,,5.0,5.0,,,,1.0,4.0,1.0,2.0,,,,4.0,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
5410f69308ad6ee3090e387a,dublin,female,,other,,,False,41.0,True,,,,,,,,,,,4.0,4.0,,,,2.0,4.0,4.0,2.0,,,,3.0,,,,,,,hallelujah_dublin,0,0,1,0,0,0,0,0,0
5411076e08ad6ee3090e7781,dublin,female,,irish,,,False,41.0,True,,,,,,,,,,,4.0,5.0,,,,1.0,2.0,2.0,2.0,,,,3.0,,,,,,,hallelujah_dublin,0,1,0,0,0,0,0,0,0
5411012908ad6ee3090e60c9,dublin,male,False,other,,2.0,False,23.0,True,,,,,,,,3.0,,,1.0,,,3.0,4.0,,,,,,,,,,3.0,2.0,3.0,4.0,3.0,hallelujah_dublin,0,0,0,1,0,0,0,0,0
5410fba308ad6ee3090e4ba2,dublin,male,,irish,,,False,29.0,True,,,,,,,2.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,hallelujah_dublin,0,0,1,1,1,1,1,1,0
5410fea008ad6ee3090e5711,dublin,male,False,other,,2.0,False,22.0,True,,,,,,,,2.0,,,1.0,,,5.0,5.0,,,,,,,,,,5.0,4.0,2.0,4.0,5.0,hallelujah_dublin,0,0,0,0,0,0,0,1,0
5411065808ad6ee3090e73e1,dublin,female,True,irish,,3.0,False,29.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,1,1,0
541106b808ad6ee3090e7546,dublin,female,,irish,,,False,21.0,True,,,,,,,,,,,4.0,4.0,,,,3.0,4.0,3.0,3.0,,,,3.0,,,,,,,hallelujah_dublin,1,0,0,1,0,0,1,1,0
5410f76608ad6ee3090e3c16,dublin,male,,irish,,,False,27.0,False,,,,,,,5.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,,,,,,,,hallelujah_dublin,0,0,0,0,0,0,1,0,0
5410f76708ad6ee3090e3c1f,dublin,male,,irish,,,False,59.0,False,,,,,,,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,5.0,1.0,1.0,1.0,,,,,,,,hallelujah_dublin,0,0,0,1,1,0,0,0,1
5410f7fc08ad6ee3090e3e51,dublin,male,,other,,,False,29.0,False,,,,,,,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,,,,,,,,hallelujah_dublin,0,0,0,0,0,1,1,1,0
5410f7fc08ad6ee3090e3e55,dublin,female,,irish,,,False,42.0,False,,,,,,,1.0,1.0,1.0,1.0,4.0,5.0,1.0,2.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,hallelujah_dublin,0,0,0,0,0,1,0,0,0
5410f88108ad6ee3090e406f,dublin,female,,british,,,False,21.0,False,,,,,,,2.0,4.0,2.0,1.0,5.0,4.0,2.0,1.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,,,,,,,,hallelujah_dublin,0,0,1,1,0,1,1,1,0
5410f88208ad6ee3090e4076,dublin,female,,irish,,,False,25.0,False,,,,,,,4.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,5.0,1.0,4.0,4.0,1.0,3.0,4.0,4.0,,,,,,,,hallelujah_dublin,1,0,0,1,0,0,1,1,0
5410f88308ad6ee3090e408d,dublin,male,,irish,,,False,23.0,False,,,,,,,4.0,3.0,3.0,1.0,5.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,hallelujah_dublin,0,0,1,1,1,0,0,1,0
