_id,location,sex,musical_background,nationality,visual_impairments,musical_expertise,hearing_impairments,age,critical_reaction,control_tension,control_familiarity,control_like_dislike,control_activity,control_positivity,control_engagement,song_inspired,song_wonder,song_spirituality,song_thrills,song_tension,song_familiarity,song_chills,song_tenderness,song_nostalgia,song_like_dislike,song_activity,song_positivity,song_engagement,song_goosebumps,song_overwhelmed,song_shivers,song_chillsshiversthrills,control_power,song_transcendence,song_sadness,song_joyfulactivation,song_peacefulness,song_power,song,musicpref_hip_hop,musicpref_none,musicpref_jazz,musicpref_rock,musicpref_classical,musicpref_world,musicpref_dance,musicpref_pop,musicpref_traditional_irish
5410f9cf08ad6ee3090e4499,dublin,male,,other,,,False,15.0,False,,,,,,,4.0,3.0,3.0,1.0,4.0,3.0,1.0,4.0,5.0,2.0,3.0,2.0,1.0,2.0,4.0,1.0,,,,,,,,hallelujah_dublin,1,0,0,1,0,0,0,1,0
5410f9d008ad6ee3090e44a5,dublin,female,,irish,,,False,19.0,False,,,,,,,1.0,3.0,5.0,1.0,5.0,1.0,4.0,5.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,4.0,,,,,,,,hallelujah_dublin,1,0,0,1,0,0,1,1,0
5410f9d108ad6ee3090e44b6,dublin,female,,other,,,False,22.0,False,,,,,,,3.0,2.0,1.0,2.0,5.0,5.0,2.0,4.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,hallelujah_dublin,1,0,1,1,1,1,0,1,1
5410fa6308ad6ee3090e46d2,dublin,female,,irish,,,False,17.0,False,,,,,,,3.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,1.0,4.0,2.0,3.0,,,,,,,,hallelujah_dublin,0,0,1,0,1,1,0,0,1
5410fa6308ad6ee3090e46d5,dublin,female,,irish,,,False,17.0,False,,,,,,,3.0,4.0,4.0,3.0,4.0,5.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,,,,,,,,hallelujah_dublin,0,0,0,0,0,0,0,1,0
5410fa6308ad6ee3090e46dd,dublin,male,,irish,,,False,22.0,False,,,,,,,1.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,hallelujah_dublin,1,0,0,1,0,0,1,0,1
5410fa6508ad6ee3090e46f4,dublin,male,,irish,,,False,21.0,False,,,,,,,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,5.0,3.0,4.0,1.0,1.0,1.0,,,,,,,,hallelujah_dublin,0,0,0,1,1,0,1,0,0
5410fb2e08ad6ee3090e49ce,dublin,male,,british,,,False,33.0,False,,,,,,,2.0,2.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,,,,,,,,hallelujah_dublin,0,0,0,1,0,1,1,0,0
5410fb2f08ad6ee3090e49da,dublin,female,,other,,,False,42.0,False,,,,,,,4.0,3.0,4.0,1.0,4.0,2.0,1.0,4.0,4.0,2.0,5.0,3.0,3.0,2.0,1.0,1.0,,,,,,,,hallelujah_dublin,0,0,0,1,1,0,1,1,0
5410fba308ad6ee3090e4ba3,dublin,male,,irish,,,False,24.0,False,,,,,,,4.0,3.0,3.0,2.0,4.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,1.0,,,,,,,,hallelujah_dublin,0,0,0,1,0,1,0,1,1
5410fd1708ad6ee3090e514b,dublin,female,,irish,,,False,45.0,False,,,,,,,2.0,1.0,1.0,1.0,5.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,,,,,,,,hallelujah_dublin,0,0,1,0,1,1,0,0,0
5410fd1808ad6ee3090e5150,dublin,male,,other,,,True,32.0,False,,,,,,,4.0,4.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,,,,,,,,hallelujah_dublin,1,0,0,1,1,0,0,1,0
541101e408ad6ee3090e63b2,dublin,male,,british,,,False,39.0,False,,,,,,,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
541102af08ad6ee3090e6651,dublin,female,,other,,,False,41.0,False,,,,,,,,,,,4.0,4.0,,,,1.0,1.0,1.0,2.0,,,,2.0,,,,,,,hallelujah_dublin,0,0,0,1,0,1,0,0,0
541102af08ad6ee3090e6655,dublin,male,,irish,,,False,31.0,False,,,,,,,,,,,4.0,4.0,,,,2.0,2.0,2.0,2.0,,,,3.0,,,,,,,hallelujah_dublin,1,0,0,1,0,0,1,1,0
5411036108ad6ee3090e68dc,dublin,female,,other,,,True,31.0,False,,,,,,,,,,,3.0,4.0,,,,2.0,5.0,4.0,2.0,,,,2.0,,,,,,,hallelujah_dublin,0,0,0,0,0,0,1,0,0
5411036108ad6ee3090e68e5,dublin,male,,irish,,,False,41.0,False,,,,,,,,,,,4.0,4.0,,,,2.0,3.0,2.0,3.0,,,,2.0,,,,,,,hallelujah_dublin,0,0,0,1,0,0,1,1,0
5411036108ad6ee3090e68eb,dublin,male,,irish,,,False,21.0,False,,,,,,,,,,,4.0,4.0,,,,2.0,4.0,2.0,3.0,,,,1.0,,,,,,,hallelujah_dublin,1,0,1,1,0,0,1,1,1
5411041008ad6ee3090e6b59,dublin,female,,other,,,False,21.0,False,,,,,,,,,,,4.0,4.0,,,,1.0,3.0,4.0,2.0,,,,2.0,,,,,,,hallelujah_dublin,0,0,0,0,0,0,0,1,0
5411041108ad6ee3090e6b69,dublin,male,,irish,,,False,31.0,False,,,,,,,,,,,4.0,1.0,,,,3.0,3.0,2.0,2.0,,,,1.0,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,1,0
5411051608ad6ee3090e6f03,dublin,female,,other,,,False,31.0,False,,,,,,,,,,,5.0,3.0,,,,2.0,4.0,3.0,2.0,,,,1.0,,,,,,,hallelujah_dublin,1,0,1,1,1,1,1,1,0
5411059908ad6ee3090e70ee,dublin,male,,irish,,,False,51.0,False,,,,,,,,,,,5.0,3.0,,,,2.0,4.0,2.0,2.0,,,,2.0,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,1,0
5411059a08ad6ee3090e70f8,dublin,female,,other,,,False,21.0,False,,,,,,,,,,,2.0,2.0,,,,4.0,3.0,4.0,3.0,,,,2.0,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
5411059c08ad6ee3090e7112,dublin,male,,irish,,,False,41.0,False,,,,,,,,,,,4.0,4.0,,,,2.0,4.0,2.0,1.0,,,,3.0,,,,,,,hallelujah_dublin,1,0,1,1,1,0,1,1,0
5411061e08ad6ee3090e72f7,dublin,female,,irish,,,False,81.0,False,,,,,,,,,,,5.0,4.0,,,,2.0,1.0,1.0,1.0,,,,3.0,,,,,,,hallelujah_dublin,0,0,0,0,1,0,0,0,1
5411061f08ad6ee3090e72fc,dublin,male,,other,,,False,31.0,False,,,,,,,,,,,4.0,4.0,,,,3.0,4.0,3.0,4.0,,,,1.0,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
5411061f08ad6ee3090e7305,dublin,female,,irish,,,False,41.0,False,,,,,,,,,,,3.0,4.0,,,,2.0,3.0,2.0,2.0,,,,3.0,,,,,,,hallelujah_dublin,0,0,1,1,0,0,0,1,0
541106b708ad6ee3090e752e,dublin,male,,irish,,,False,41.0,False,,,,,,,,,,,5.0,5.0,,,,1.0,4.0,1.0,1.0,,,,4.0,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
541106b708ad6ee3090e7536,dublin,female,,irish,,,False,31.0,False,,,,,,,,,,,3.0,3.0,,,,2.0,3.0,3.0,4.0,,,,1.0,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,1,0
541106b808ad6ee3090e753f,dublin,male,,other,,,False,51.0,False,,,,,,,,,,,4.0,5.0,,,,1.0,3.0,1.0,1.0,,,,4.0,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
5411076f08ad6ee3090e7798,dublin,male,,irish,,,False,31.0,False,,,,,,,,,,,4.0,4.0,,,,1.0,4.0,2.0,2.0,,,,4.0,,,,,,,hallelujah_dublin,0,0,1,1,0,0,0,0,0
5411076f08ad6ee3090e779a,dublin,male,,other,,,False,21.0,False,,,,,,,,,,,4.0,2.0,,,,4.0,4.0,3.0,4.0,,,,1.0,,,,,,,hallelujah_dublin,0,0,0,0,0,0,1,1,0
5410f69508ad6ee3090e3892,dublin,male,,irish,,,False,41.0,False,,,,,,,,,,,1.0,4.0,,,,5.0,4.0,4.0,4.0,,,,1.0,,,,,,,hallelujah_dublin,0,0,0,1,0,0,1,1,0
5410f7b508ad6ee3090e3d30,dublin,female,,other,,,True,21.0,False,,,,,,,,,,,5.0,5.0,,,,1.0,4.0,2.0,1.0,,,,2.0,,,,,,,hallelujah_dublin,0,0,0,0,1,0,1,1,0
5410f82f08ad6ee3090e3f2f,dublin,male,,other,,,False,31.0,False,,,,,,,,,,,4.0,3.0,,,,2.0,4.0,4.0,3.0,,,,1.0,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
5410f91208ad6ee3090e41cf,dublin,female,,irish,,,False,21.0,False,,,,,,,,,,,2.0,5.0,,,,1.0,3.0,2.0,2.0,,,,3.0,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
5410f95308ad6ee3090e42c1,dublin,male,,irish,,,False,21.0,False,,,,,,,,,,,5.0,5.0,,,,2.0,4.0,1.0,1.0,,,,1.0,,,,,,,hallelujah_dublin,1,0,0,0,0,0,0,1,1
5410f9f708ad6ee3090e4533,dublin,male,,irish,,,False,41.0,False,,,,,,,,,,,5.0,5.0,,,,1.0,3.0,1.0,1.0,,,,3.0,,,,,,,hallelujah_dublin,0,0,1,1,0,1,1,1,1
5410fab008ad6ee3090e47f0,dublin,female,,irish,,,False,18.0,False,,,,,,,,,,,4.0,3.0,,,,3.0,4.0,2.0,3.0,,,,1.0,,,,,,,hallelujah_dublin,0,0,0,0,0,0,0,1,0
5410fab108ad6ee3090e47f8,dublin,female,,other,,,True,21.0,False,,,,,,,,,,,4.0,1.0,,,,3.0,4.0,3.0,4.0,,,,2.0,,,,,,,hallelujah_dublin,0,0,0,0,0,1,0,0,0
5410fc0508ad6ee3090e4cef,dublin,male,,irish,,,False,21.0,False,,,,,,,,,,,5.0,3.0,,,,2.0,5.0,2.0,2.0,,,,1.0,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
5410fc0708ad6ee3090e4d18,dublin,male,,other,,,False,51.0,False,,,,,,,,,,,4.0,4.0,,,,1.0,4.0,1.0,1.0,,,,1.0,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,1,0
5410fcb808ad6ee3090e4fc1,dublin,male,,irish,,,True,21.0,False,,,,,,,,,,,2.0,3.0,,,,1.0,3.0,4.0,2.0,,,,4.0,,,,,,,hallelujah_dublin,0,0,0,0,0,0,0,0,1
5410fcb908ad6ee3090e4fcd,dublin,male,,other,,,False,21.0,False,,,,,,,,,,,4.0,2.0,,,,4.0,4.0,3.0,1.0,,,,2.0,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
5410fd5c08ad6ee3090e522d,dublin,female,,other,,,False,21.0,False,,,,,,,,,,,3.0,4.0,,,,2.0,3.0,2.0,2.0,,,,4.0,,,,,,,hallelujah_dublin,0,0,0,0,0,0,0,1,0
5410fda608ad6ee3090e534e,dublin,female,,irish,,,False,61.0,False,,,,,,,,,,,4.0,3.0,,,,4.0,4.0,1.0,1.0,,,,2.0,,,,,,,hallelujah_dublin,0,0,1,1,1,0,0,1,0
5410fda608ad6ee3090e5354,dublin,male,,other,,,False,41.0,False,,,,,,,,,,,4.0,4.0,,,,2.0,4.0,4.0,2.0,,,,2.0,,,,,,,hallelujah_dublin,0,0,0,0,0,0,0,1,0
5410fda708ad6ee3090e5362,dublin,male,,irish,,,False,31.0,False,,,,,,,,,,,4.0,3.0,,,,3.0,3.0,4.0,2.0,,,,1.0,,,,,,,hallelujah_dublin,1,0,1,1,1,0,1,1,1
5410fe3c08ad6ee3090e55a2,dublin,male,,irish,,,False,41.0,False,,,,,,,,,,,3.0,5.0,,,,1.0,4.0,3.0,1.0,,,,3.0,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,1,0
5410ffda08ad6ee3090e5baa,dublin,male,False,other,,3.0,False,21.0,False,,,,,,,,,,,3.0,2.0,,,,2.0,4.0,3.0,4.0,,,,1.0,,,,,,,hallelujah_dublin,0,0,0,0,0,1,0,0,0
5411015508ad6ee3090e6160,dublin,male,False,other,,1.0,False,33.0,False,,,,,,,,,,,4.0,4.0,,,,2.0,3.0,3.0,2.0,,,,2.0,,,,,,,hallelujah_dublin,0,0,0,1,1,0,0,1,0
541101b908ad6ee3090e62f8,dublin,male,True,other,,4.0,False,36.0,False,,,,,,,,,,,4.0,1.0,,,,4.0,4.0,2.0,3.0,,,,1.0,,,,,,,hallelujah_dublin,0,0,0,1,1,0,1,1,0
5411031108ad6ee3090e67f0,dublin,female,True,other,,4.0,False,23.0,False,,,,,,,,,,,3.0,5.0,,,,1.0,3.0,2.0,2.0,,,,2.0,,,,,,,hallelujah_dublin,1,0,1,1,1,0,0,1,1
5411047508ad6ee3090e6cbe,dublin,female,False,irish,,2.0,False,48.0,False,,,,,,,,,,,3.0,1.0,,,,3.0,4.0,3.0,3.0,,,,1.0,,,,,,,hallelujah_dublin,0,0,0,1,0,1,0,0,0
5411047808ad6ee3090e6ce1,dublin,male,False,irish,,3.0,False,54.0,False,,,,,,,,,,,3.0,3.0,,,,2.0,4.0,3.0,3.0,,,,1.0,,,,,,,hallelujah_dublin,0,0,0,1,1,0,0,0,1
5411047808ad6ee3090e6ce6,dublin,female,True,irish,,4.0,False,18.0,False,,,,,,,,,,,4.0,4.0,,,,3.0,4.0,2.0,3.0,,,,1.0,,,,,,,hallelujah_dublin,0,0,0,0,0,0,1,0,0
541104c108ad6ee3090e6ddd,dublin,male,False,other,,3.0,False,23.0,False,,,,,,,,,,,4.0,4.0,,,,2.0,4.0,4.0,2.0,,,,2.0,,,,,,,hallelujah_dublin,0,0,0,0,0,0,1,0,0
541104c208ad6ee3090e6df3,dublin,female,True,irish,,4.0,False,16.0,False,,,,,,,,,,,4.0,4.0,,,,3.0,4.0,2.0,2.0,,,,1.0,,,,,,,hallelujah_dublin,0,0,0,1,1,0,0,1,0
5411054d08ad6ee3090e6fe3,dublin,female,False,irish,,2.0,False,34.0,False,,,,,,,,,,,3.0,4.0,,,,1.0,4.0,2.0,3.0,,,,4.0,,,,,,,hallelujah_dublin,0,0,0,1,1,0,0,1,0
541105e008ad6ee3090e7216,dublin,male,True,irish,,3.0,False,16.0,False,,,,,,,,,,,2.0,3.0,,,,4.0,4.0,3.0,5.0,,,,3.0,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
541105e108ad6ee3090e7221,dublin,female,False,irish,,2.0,False,58.0,False,,,,,,,,,,,4.0,4.0,,,,3.0,2.0,2.0,4.0,,,,1.0,,,,,,,hallelujah_dublin,0,0,0,0,0,0,0,0,1
5410f8da08ad6ee3090e4127,dublin,female,True,other,,3.0,False,35.0,False,,,,,,,,4.0,,,2.0,,,4.0,4.0,,,,,,,,,,3.0,3.0,4.0,5.0,3.0,hallelujah_dublin,0,0,1,1,1,1,0,1,1
5410f8da08ad6ee3090e4132,dublin,female,False,irish,,1.0,False,40.0,False,,,,,,,,3.0,,,1.0,,,3.0,4.0,,,,,,,,,,3.0,1.0,4.0,3.0,3.0,hallelujah_dublin,0,0,0,0,0,1,0,0,0
5410fa8808ad6ee3090e476b,dublin,male,True,other,,4.0,False,23.0,False,,,,,,,,4.0,,,1.0,,,3.0,4.0,,,,,,,,,,3.0,4.0,3.0,4.0,3.0,hallelujah_dublin,0,0,0,1,0,0,0,1,0
5410fa8808ad6ee3090e476f,dublin,male,False,other,,4.0,False,20.0,False,,,,,,,,4.0,,,1.0,,,3.0,4.0,,,,,,,,,,4.0,4.0,1.0,4.0,2.0,hallelujah_dublin,0,0,0,1,1,0,0,0,0
5410fa8808ad6ee3090e4776,dublin,female,False,other,,3.0,False,22.0,False,,,,,,,,4.0,,,1.0,,,4.0,4.0,,,,,,,,,,3.0,2.0,1.0,4.0,3.0,hallelujah_dublin,0,1,0,0,0,0,0,0,0
5410fb3f08ad6ee3090e4a1a,dublin,female,False,other,,1.0,False,31.0,False,,,,,,,,3.0,,,2.0,,,3.0,4.0,,,,,,,,,,4.0,4.0,1.0,3.0,4.0,hallelujah_dublin,0,0,0,1,0,0,0,1,0
5410fbaf08ad6ee3090e4bd4,dublin,male,True,other,,3.0,True,22.0,False,,,,,,,,5.0,,,1.0,,,5.0,5.0,,,,,,,,,,5.0,1.0,2.0,4.0,3.0,hallelujah_dublin,0,0,0,1,0,0,0,1,0
5410ff9208ad6ee3090e5ad9,dublin,male,True,irish,,2.0,False,21.0,False,,,,,,,,3.0,,,1.0,,,3.0,5.0,,,,,,,,,,4.0,4.0,1.0,2.0,4.0,hallelujah_dublin,1,0,0,1,1,0,1,0,0
5411002c08ad6ee3090e5d04,dublin,male,True,irish,,3.0,False,28.0,False,,,,,,,,3.0,,,1.0,,,4.0,4.0,,,,,,,,,,4.0,3.0,3.0,5.0,4.0,hallelujah_dublin,0,0,0,1,0,0,1,1,0
5411012808ad6ee3090e60ba,dublin,female,True,other,,3.0,False,28.0,False,,,,,,,,2.0,,,1.0,,,3.0,4.0,,,,,,,,,,2.0,2.0,3.0,3.0,1.0,hallelujah_dublin,0,0,0,1,0,0,0,1,0
5411012808ad6ee3090e60bb,dublin,male,True,irish,,5.0,False,25.0,False,,,,,,,,4.0,,,1.0,,,5.0,4.0,,,,,,,,,,5.0,4.0,2.0,3.0,4.0,hallelujah_dublin,0,0,0,1,1,0,1,1,0
541102d908ad6ee3090e671a,dublin,male,False,other,,2.0,False,18.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
541103ad08ad6ee3090e6a09,dublin,female,False,other,,3.0,False,21.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah_dublin,0,0,1,1,0,1,1,1,0
5411043a08ad6ee3090e6bfd,dublin,female,True,irish,,3.0,False,13.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah_dublin,1,0,1,0,0,0,1,1,0
5411065608ad6ee3090e73be,dublin,male,True,irish,,4.0,False,18.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah_dublin,0,0,1,0,1,0,1,1,0
5411065608ad6ee3090e73c9,dublin,male,False,irish,,3.0,False,17.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,1
5411070e08ad6ee3090e761d,dublin,male,True,irish,,2.0,False,39.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,1,0
5411070f08ad6ee3090e762b,dublin,male,True,irish,,2.0,False,22.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,0,0
5411070f08ad6ee3090e7637,dublin,female,False,irish,,2.0,False,22.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah_dublin,0,0,0,1,0,0,0,1,0
5410f6fd08ad6ee3090e3a51,dublin,female,True,irish,,3.0,False,19.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hallelujah_dublin,0,0,0,0,1,0,0,1,0
