_id,location,language,nationality,age,sex,hearing_impairments,personality_trusting,personality_artistic,personality_imagination,personality_reserved,personality_outgoing,personality_lazy,personality_stress,personality_nervous,personality_fault,personality_thorough,musical_expertise,concentration,critical_reaction,control_power,control_like_dislike,control_tension,control_engagement,control_activity,control_positivity,song_power,song_like_dislike,song_tension,song_engagement,song_activity,song_positivity,song_familiarity,musical_background,visual_impairments,song_inspired,song_wonder,song_spirituality,song_thrills,song_chills,song_tenderness,song_nostalgia,song_goosebumps,song_overwhelmed,song_shivers,song_chillsshiversthrills,song_transcendence,song_sadness,song_joyfulactivation,song_peacefulness,song,musicpref_traditional_irish,musicpref_world,musicpref_dance,musicpref_rock,musicpref_jazz,musicpref_hip_hop,musicpref_none,musicpref_classical,musicpref_hiphop,musicpref_pop,musicpref_folk
5411065608ad6ee3090e73c6,dublin,other,other,43.0,male,0,0,0,0,0,0,0,0,0,0,0,4,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,1,0,0,0
5411065708ad6ee3090e73d0,dublin,other,other,49.0,female,0,0,0,0,0,0,0,0,0,0,0,5,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,1,1,0,1,0,0,0,1,0,1,0
5411065708ad6ee3090e73dc,dublin,other,irish,55.0,female,0,0,0,0,0,0,0,0,0,0,0,4,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,1,0,0,0,0,1,0,1,0
5411070e08ad6ee3090e7627,dublin,other,irish,27.0,female,0,0,0,0,0,0,0,0,0,0,0,3,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,0,1,0
570eb7b383a73509d0e04b39,taipei_city,en,taiwanese,16.0,female,0,5,3,1,4,2,3,3,4,3,3,1,5,False,3,5,5,4,4,4,4,5,5,5,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,0,1,0
570eb7b783a73509d0e04cb8,taipei_city,en,taiwanese,34.0,female,0,5,3,3,4,1,2,2,3,1,4,1,5,False,5,5,4,4,4,5,4,3,4,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
570eb7a083a73509d0e04592,taipei_city,en,taiwanese,9.0,male,0,4,2,3,3,2,2,3,2,2,3,1,3,False,2,3,4,3,3,3,3,5,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,1,0,0,0
570eb74683a73509d0e02897,taipei_city,zh_TW,taiwanese,12.0,male,0,4,4,4,4,4,4,4,4,4,4,5,5,False,5,4,4,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,1,0,0,0
570eb79083a73509d0e0407e,taipei_city,en,taiwanese,33.0,male,0,5,2,5,2,4,5,5,2,1,1,2,5,False,4,2,4,4,3,3,1,5,5,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,1,1,0,0,0,0,0,0,0
570eb75a83a73509d0e02f2d,taipei_city,en,taiwanese,14.0,male,0,4,1,5,5,2,3,2,4,1,3,3,5,False,3,5,5,4,4,4,4,5,5,5,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,1,0,0,0,0,0,1,0,1,0
570eb73483a73509d0e0227d,taipei_city,en,taiwanese,20.0,male,0,4,1,4,4,2,5,4,5,3,2,3,4,False,3,5,4,3,3,4,2,5,4,4,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,1,1,0,0,0,0,0,0
570eb73683a73509d0e02365,taipei_city,en,taiwanese,25.0,female,0,2,2,5,4,2,4,4,3,4,4,3,4,False,5,2,3,4,2,3,5,4,4,4,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
570eb75883a73509d0e02e8b,taipei_city,en,taiwanese,15.0,female,0,5,2,3,4,2,5,2,5,4,2,3,3,False,1,2,1,2,2,2,1,5,5,4,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,1,0,0,1,0,1,1
570eb72783a73509d0e01e26,taipei_city,zh_TW,taiwanese,48.0,female,0,4,2,4,2,3,4,4,5,4,2,2,5,False,5,3,4,4,3,4,5,4,5,5,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
570eb74b83a73509d0e02a36,taipei_city,en,taiwanese,26.0,male,0,5,4,3,4,2,2,3,3,5,4,1,4,False,5,3,4,3,2,3,3,4,4,4,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
570eb73283a73509d0e02206,taipei_city,en,taiwanese,13.0,male,0,4,4,4,4,4,5,5,1,2,2,3,5,False,3,4,4,4,4,4,4,5,5,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
570eb76883a73509d0e033ec,taipei_city,en,taiwanese,17.0,male,0,4,1,4,4,4,2,4,4,3,4,3,3,False,3,4,2,3,3,4,3,5,4,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,0,1,0
570eb78c83a73509d0e03f6e,taipei_city,en,taiwanese,11.0,male,0,1,3,5,3,4,2,2,1,3,5,4,5,False,5,5,5,5,2,5,3,3,3,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
570eb7b683a73509d0e04c65,taipei_city,en,taiwanese,26.0,male,0,2,2,4,4,2,4,2,5,4,4,3,4,False,3,1,3,4,2,2,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,1,1,0,0,0,0,1,1,1
570eb74183a73509d0e026db,taipei_city,en,taiwanese,26.0,male,0,4,2,5,2,4,5,4,4,3,4,5,3,False,1,1,4,1,1,2,5,3,4,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,1,1,1,0,0,0,1,1,1
570eb71e83a73509d0e01b7e,taipei_city,en,taiwanese,6.0,female,0,4,1,4,4,4,1,2,4,1,4,3,5,False,3,5,5,3,3,5,5,5,5,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,0,1
570eb7b383a73509d0e04b54,taipei_city,zh_TW,taiwanese,10.0,male,0,4,4,3,3,3,5,3,3,3,3,1,5,False,2,1,3,5,3,3,5,5,5,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,0,0,0
570eb73b83a73509d0e024e1,taipei_city,en,taiwanese,8.0,female,0,3,5,5,2,5,3,3,1,5,5,1,5,False,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,1,0,0,0,0,0,0,0,0
570eb78d83a73509d0e03fa9,taipei_city,en,taiwanese,18.0,female,0,5,2,4,1,5,5,2,2,3,2,2,4,False,1,2,5,2,2,2,3,5,5,2,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,1,0,1,0
570eb75b83a73509d0e02f7a,taipei_city,en,taiwanese,13.0,female,0,4,1,5,2,4,4,2,4,4,2,3,4,False,4,3,3,4,3,4,3,4,4,5,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,1,0,0,0,0,0,1,0,1,0
570eb77a83a73509d0e039fc,taipei_city,zh_TW,taiwanese,16.0,female,0,2,1,5,2,4,4,3,2,4,4,2,4,False,4,4,4,4,2,4,3,5,5,5,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,1,1,0,0,1,1,1,0
570eb76783a73509d0e0336d,taipei_city,en,taiwanese,38.0,female,0,4,2,4,2,4,4,2,3,4,3,1,5,False,2,4,4,4,2,5,1,4,1,5,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,1,0,0,1,0,1,0
570eb75383a73509d0e02cbf,taipei_city,zh_TW,taiwanese,12.0,male,0,3,3,3,3,3,1,3,1,1,3,2,5,False,4,4,5,3,3,4,5,5,5,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,0,0,0
570eb75c83a73509d0e02ff2,taipei_city,en,taiwanese,12.0,male,0,4,3,5,4,3,4,3,4,4,2,3,4,False,4,2,3,2,3,3,2,5,5,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,1,0,1,0
570eb79b83a73509d0e04409,taipei_city,en,taiwanese,17.0,female,0,4,2,4,4,1,5,4,4,2,2,4,4,False,3,4,4,3,3,4,2,4,5,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,1,0,0,0,0,1,0
570eb77883a73509d0e0394c,taipei_city,en,taiwanese,18.0,male,0,4,2,4,4,2,4,4,4,4,4,2,4,False,2,4,4,4,3,4,2,4,5,4,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,0,1,0
570eb73183a73509d0e021ba,taichung_city,en,taiwanese,20.0,female,0,4,2,4,2,5,4,2,5,2,4,3,4,False,5,1,3,1,3,1,5,4,5,4,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
570eb73c83a73509d0e02565,taichung_city,en,taiwanese,20.0,female,0,4,2,5,3,4,5,2,3,3,3,1,4,False,3,5,5,5,1,3,5,3,3,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,1,0,0
570eb77583a73509d0e0383f,taichung_city,en,taiwanese,17.0,female,0,2,1,3,1,1,5,2,3,4,2,2,5,False,4,4,3,3,2,3,4,3,4,4,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,1,0,1,1
570eb73f83a73509d0e0262f,taichung_city,en,taiwanese,17.0,male,0,4,4,2,4,4,4,3,4,4,4,4,5,False,2,1,1,1,2,2,4,4,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
570eb7bc83a73509d0e04e43,taichung_city,en,taiwanese,7.0,female,0,4,1,2,4,4,1,4,1,1,2,3,5,False,4,5,5,5,5,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,1,0,0,0
570eb76683a73509d0e03340,taichung_city,en,taiwanese,29.0,male,0,4,1,5,4,4,4,2,4,4,4,2,3,False,4,3,4,2,2,3,4,4,4,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,1,1,0,0,1,0,1,0
570eb7ba83a73509d0e04d91,taichung_city,en,taiwanese,18.0,female,0,2,2,2,4,2,4,3,4,4,4,2,2,False,2,5,4,3,2,4,2,5,5,5,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
570eb75a83a73509d0e02f25,taichung_city,en,taiwanese,28.0,female,0,2,1,5,4,2,5,1,5,3,2,2,3,False,3,3,3,1,2,3,2,4,4,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,1,1,0
570eb7b883a73509d0e04cd2,taichung_city,en,taiwanese,16.0,male,0,5,5,5,5,5,5,5,5,5,5,5,5,False,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,1,1,1,1,0,0,1,1,1,1
5410f76608ad6ee3090e3c16,dublin,other,irish,27.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,1,4,1,3,1,5,0,0,5,5,5,3,4,4,5,1,3,4,0,0,0,0,0,hallelujah,0,0,1,0,0,0,0,0,0,0,0
5410f7fc08ad6ee3090e3e55,dublin,other,irish,42.0,female,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,3,4,2,4,3,5,0,0,1,1,1,1,1,2,4,1,1,1,0,0,0,0,0,hallelujah,0,1,0,0,0,0,0,0,0,0,0
5410f9d108ad6ee3090e44b6,dublin,other,other,22.0,female,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,1,5,1,3,1,5,0,0,3,2,1,2,2,4,4,1,1,2,0,0,0,0,0,hallelujah,1,1,0,1,1,1,0,1,0,1,0
5410fba308ad6ee3090e4ba3,dublin,other,irish,24.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,2,4,2,3,2,4,0,0,4,3,3,2,1,3,2,4,3,1,0,0,0,0,0,hallelujah,1,1,0,1,0,0,0,0,0,1,0
541101e408ad6ee3090e63b2,dublin,other,british,39.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,5,4,4,4,4,4,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,0,0,0
541102af08ad6ee3090e6655,dublin,other,irish,31.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,2,4,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,hallelujah,0,0,1,1,0,1,0,0,0,1,0
5411036108ad6ee3090e68e5,dublin,other,irish,41.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,2,4,3,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,hallelujah,0,0,1,1,0,0,0,0,0,1,0
5411041108ad6ee3090e6b69,dublin,other,irish,31.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,3,4,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,0,1,0
5411051608ad6ee3090e6f03,dublin,other,other,31.0,female,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,2,5,2,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hallelujah,0,1,1,1,1,1,0,1,0,1,0
5411051708ad6ee3090e6f1c,dublin,other,other,21.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,2,3,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,hallelujah,1,1,0,1,0,1,0,1,0,0,0
5411059a08ad6ee3090e70f8,dublin,other,other,21.0,female,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,4,2,3,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,0,0,0
5411059c08ad6ee3090e7112,dublin,other,irish,41.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,2,4,1,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,hallelujah,0,0,1,1,1,1,0,1,0,1,0
5411061e08ad6ee3090e72f7,dublin,other,irish,81.0,female,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,2,5,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,hallelujah,1,0,0,0,0,0,0,1,0,0,0
5411061f08ad6ee3090e72fc,dublin,other,other,31.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,3,4,4,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,0,0,0
541106b808ad6ee3090e753f,dublin,other,other,51.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,1,4,1,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,0,0,0
5411076f08ad6ee3090e7798,dublin,other,irish,31.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,1,4,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,hallelujah,0,0,0,1,1,0,0,0,0,0,0
5411076f08ad6ee3090e779a,dublin,other,other,21.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,4,4,4,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hallelujah,0,0,1,0,0,0,0,0,0,1,0
5410f69508ad6ee3090e3892,dublin,other,irish,41.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,5,1,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hallelujah,0,0,1,1,0,0,0,0,0,1,0
5410f91208ad6ee3090e41d9,dublin,other,irish,41.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,1,5,2,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,0,0,0
5410f95308ad6ee3090e42c1,dublin,other,irish,21.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,2,5,1,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hallelujah,1,0,0,0,0,1,0,0,0,1,0
5410fab008ad6ee3090e47f0,dublin,other,irish,18.0,female,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,3,4,3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hallelujah,0,0,0,0,0,0,0,0,0,1,0
5410fcb908ad6ee3090e4fcd,dublin,other,other,21.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,4,4,1,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,0,0,0
5410fda608ad6ee3090e534e,dublin,other,irish,61.0,female,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,4,4,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,hallelujah,0,0,0,1,1,0,0,1,0,1,0
5410fda708ad6ee3090e5362,dublin,other,irish,31.0,male,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,3,4,2,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hallelujah,1,0,1,1,1,1,0,1,0,1,0
5411015508ad6ee3090e6160,dublin,other,other,33.0,male,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0,0,0,0,0,0,0,2,4,2,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,hallelujah,0,0,0,1,0,0,0,1,0,1,0
5411031108ad6ee3090e67f0,dublin,other,other,23.0,female,0,0,0,0,0,0,0,0,0,0,0,4,0,False,0,0,0,0,0,0,0,1,3,2,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,hallelujah,1,0,0,1,1,1,0,1,0,1,0
5411047808ad6ee3090e6ce1,dublin,other,irish,54.0,male,0,0,0,0,0,0,0,0,0,0,0,3,0,False,0,0,0,0,0,0,0,2,3,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hallelujah,1,0,0,1,0,0,0,1,0,0,0
5411047808ad6ee3090e6ce6,dublin,other,irish,18.0,female,0,0,0,0,0,0,0,0,0,0,0,4,0,False,0,0,0,0,0,0,0,3,4,3,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hallelujah,0,0,1,0,0,0,0,0,0,0,0
541105e008ad6ee3090e7216,dublin,other,irish,16.0,male,0,0,0,0,0,0,0,0,0,0,0,3,0,False,0,0,0,0,0,0,0,4,2,5,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,0,0,0
541105e108ad6ee3090e7221,dublin,other,irish,58.0,female,0,0,0,0,0,0,0,0,0,0,0,2,0,False,0,0,0,0,0,0,0,3,4,4,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hallelujah,1,0,0,0,0,0,0,0,0,0,0
5410fa8808ad6ee3090e476f,dublin,other,other,20.0,male,0,0,0,0,0,0,0,0,0,0,0,4,0,False,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,4,0,0,0,3,4,0,0,0,0,4,4,1,4,hallelujah,0,0,0,1,0,0,0,1,0,0,0
5410fa8808ad6ee3090e4776,dublin,other,other,22.0,female,0,0,0,0,0,0,0,0,0,0,0,3,0,False,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,4,0,0,0,4,4,0,0,0,0,3,2,1,4,hallelujah,0,0,0,0,0,0,1,0,0,0,0
5410fb3f08ad6ee3090e4a1a,dublin,other,other,31.0,female,0,0,0,0,0,0,0,0,0,0,0,1,0,False,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,4,4,1,3,hallelujah,0,0,0,1,0,0,0,0,0,1,0
5411012808ad6ee3090e60bb,dublin,other,irish,25.0,male,0,0,0,0,0,0,0,0,0,0,0,5,0,False,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,4,0,0,0,5,4,0,0,0,0,5,4,2,3,hallelujah,0,0,1,1,0,0,0,1,0,1,0
541102d908ad6ee3090e671a,dublin,other,other,18.0,male,0,0,0,0,0,0,0,0,0,0,0,2,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,0,0,0
541103ad08ad6ee3090e6a09,dublin,other,other,21.0,female,0,0,0,0,0,0,0,0,0,0,0,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,1,1,1,1,0,0,0,0,1,0
5411043a08ad6ee3090e6bfd,dublin,other,irish,13.0,female,0,0,0,0,0,0,0,0,0,0,0,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,1,0,1,1,0,0,0,1,0
5411065608ad6ee3090e73c9,dublin,other,irish,17.0,male,0,0,0,0,0,0,0,0,0,0,0,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,1,0,0,1,0,0,0,0,0,0,0
5411070e08ad6ee3090e761d,dublin,other,irish,39.0,male,0,0,0,0,0,0,0,0,0,0,0,2,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,1,0,0,0,0,0,1,0
5410f6fd08ad6ee3090e3a51,dublin,other,irish,19.0,female,0,0,0,0,0,0,0,0,0,0,0,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hallelujah,0,0,0,0,0,0,0,1,0,1,0
